***********************************************
* GCTB 1.91                                   *
* Genome-wide Complex Trait Bayesian analysis *
* Author: Jian Zeng, Luke Lloyd-Jones         *
* MIT License                                 *
***********************************************

Analysis started: Tue Feb  5 10:20:21 2019

Options:

--sbayes R
--ldm ../../ldm/shrunk/chr22/1000G_eur_chr22.ldm.sparse
--pi 0.95,0.02,0.02,0.01
--gamma 0.0,0.01,0.1,1
--gwas-summary ../../ma/sim_19.ma
--out sim_19
--chain-length 10000
--burn-in 2000
--out-freq 10

Reading SNP info from [../../ldm/shrunk/chr22/1000G_eur_chr22.ldm.sparse.info].
15919 SNPs to be included from [../../ldm/shrunk/chr22/1000G_eur_chr22.ldm.sparse.info].
Reading GWAS summary data from [../../ma/sim_19.ma].
15919 matched SNPs in the GWAS summary data (in total 15938 SNPs).
15919 SNPs on 1 chromosomes are included.
Reading sparse LD matrix from [../../ldm/shrunk/chr22/1000G_eur_chr22.ldm.sparse.bin]...
Per-SNP window size mean 4796.67 sd 1.48613e+06.
LD matrix diagnal mean 1.00391 sd 0.0523117.
Read LD matrix for 15919 SNPs (time used: 0:0:2).

Data summary:
                                             mean       sd
            GWAS SNP Phenotypic variance    1.002    0.052
                    GWAS SNP sample size      378        0
                         GWAS SNP effect   -0.000    0.122
                             GWAS SNP SE    0.106    0.049
            MME left-hand-side diagonals  379.478   19.774
                     MME right-hand-side   -0.352   20.267
                    LD sampling variance    1.298    0.076
                                LD score   17.359   15.140

Approximate BayesR model fitted.
scale factor: 6.2818e-05
Fitting model assuming scaled genotypes 
MCMC launched ...
  Chain length: 10000 iterations
  Burn-in: 2000 iterations

   Iter         Pi1          Pi2          Pi3          Pi4        NnzSnp       SigmaSq      ResVar       GenVar         hsq       Rounding     TimeLeft  
    10        0.9498       0.0165       0.0184       0.0153         787        0.0001       0.9150       0.0275       0.0292       0.0000       0:16:39  
    20        0.9553       0.0097       0.0198       0.0152         726        0.0001       0.8657       0.0272       0.0304       0.0000       0:8:19   
    30        0.9522       0.0153       0.0174       0.0151         755        0.0001       1.0555       0.0250       0.0231       0.0000       0:5:32   
    40        0.9515       0.0215       0.0103       0.0166         824        0.0001       1.0906       0.0233       0.0209       0.0000       0:8:18   
    50        0.9564       0.0188       0.0074       0.0174         711        0.0001       0.8332       0.0396       0.0454       0.0000       0:6:38   
    60        0.9570       0.0173       0.0068       0.0189         687        0.0002       0.9397       0.0606       0.0606       0.0000       0:5:31   
    70        0.9540       0.0165       0.0054       0.0241         710        0.0001       1.1268       0.0609       0.0513       0.0000       0:4:43   
    80        0.9540       0.0169       0.0054       0.0237         716        0.0001       0.9471       0.0542       0.0541       0.0000        0:4:8   
    90        0.9546       0.0174       0.0070       0.0211         693        0.0001       0.9535       0.0285       0.0291       0.0000       0:3:40   
    100       0.9609       0.0106       0.0051       0.0234         606        0.0001       0.9857       0.0284       0.0280       0.0000       0:4:57   
    110       0.9647       0.0097       0.0030       0.0225         566        0.0001       0.9525       0.0290       0.0296       0.0000       0:4:29   
    120       0.9592       0.0128       0.0022       0.0257         646        0.0001       0.9511       0.0468       0.0469       0.0000        0:4:7   
    130       0.9659       0.0108       0.0014       0.0219         495        0.0001       1.0621       0.0350       0.0319       0.0000       0:3:47   
    140       0.9686       0.0066       0.0019       0.0229         478        0.0001       0.9890       0.0262       0.0258       0.0000       0:3:31   
    150       0.9718       0.0062       0.0005       0.0214         456        0.0001       0.9724       0.0246       0.0247       0.0000       0:3:17   
    160       0.9723       0.0038       0.0001       0.0237         428        0.0001       0.8947       0.0196       0.0214       0.0000        0:4:6   
    170       0.9713       0.0030       0.0008       0.0248         455        0.0001       0.8036       0.0371       0.0441       0.0000       0:3:51   
    180       0.9640       0.0054       0.0005       0.0301         578        0.0002       0.9754       0.0703       0.0672       0.0000       0:3:38   
    190       0.9659       0.0059       0.0004       0.0278         578        0.0001       0.9128       0.0668       0.0682       0.0000       0:3:26   
    200       0.9617       0.0045       0.0004       0.0334         600        0.0001       0.9495       0.0788       0.0766       0.0000       0:3:16   
    210       0.9607       0.0033       0.0009       0.0350         631        0.0001       0.9042       0.0426       0.0450       0.0000        0:3:6   
    220       0.9639       0.0052       0.0001       0.0309         585        0.0001       1.0357       0.0418       0.0388       0.0000       0:2:57   
    230       0.9652       0.0038       0.0010       0.0300         543        0.0001       1.0748       0.0293       0.0265       0.0000       0:3:32   
    240       0.9702       0.0017       0.0014       0.0267         465        0.0001       0.9724       0.0229       0.0230       0.0000       0:3:23   
    250       0.9716       0.0022       0.0008       0.0254         449        0.0001       0.9454       0.0278       0.0286       0.0000       0:3:15   
    260       0.9700       0.0048       0.0011       0.0242         492        0.0001       0.8879       0.0229       0.0251       0.0000        0:3:7   
    270       0.9664       0.0054       0.0011       0.0272         542        0.0000       1.0656       0.0179       0.0165       0.0000        0:3:0   
    280       0.9669       0.0029       0.0028       0.0274         514        0.0000       0.8456       0.0194       0.0224       0.0000       0:2:53   
    290       0.9585       0.0034       0.0067       0.0314         635        0.0001       1.1150       0.0276       0.0242       0.0000       0:2:47   
    300       0.9559       0.0041       0.0095       0.0306         711        0.0001       0.9454       0.0335       0.0342       0.0000       0:3:14   
    310       0.9619       0.0065       0.0091       0.0226         646        0.0001       1.2279       0.0263       0.0209       0.0000        0:3:7   
    320       0.9530       0.0068       0.0089       0.0313         754        0.0001       0.9484       0.0320       0.0326       0.0000        0:3:1   
    330       0.9613       0.0048       0.0095       0.0245         628        0.0001       0.9882       0.0324       0.0317       0.0000       0:2:55   
    340       0.9676       0.0071       0.0108       0.0146         497        0.0001       0.9197       0.0155       0.0166       0.0000       0:2:50   
    350       0.9677       0.0063       0.0104       0.0156         541        0.0001       0.9329       0.0197       0.0206       0.0000       0:3:13   
    360       0.9537       0.0046       0.0212       0.0206         711        0.0001       0.9932       0.0241       0.0236       0.0000        0:3:7   
    370       0.9588       0.0048       0.0232       0.0133         680        0.0001       0.9310       0.0153       0.0162       0.0000        0:3:2   
    380       0.9516       0.0101       0.0138       0.0244         785        0.0000       1.0104       0.0147       0.0143       0.0000       0:2:57   
    390       0.9477       0.0151       0.0097       0.0275         819        0.0000       0.9011       0.0173       0.0188       0.0000       0:2:52   
    400       0.9426       0.0182       0.0132       0.0260         874        0.0001       0.8917       0.0254       0.0277       0.0000       0:2:48   
    410       0.9293       0.0244       0.0161       0.0302        1188        0.0000       0.9166       0.0212       0.0226       0.0000        0:3:7   
    420       0.9117       0.0459       0.0124       0.0301        1405        0.0001       1.0443       0.0258       0.0241       0.0000        0:3:2   
    430       0.9128       0.0472       0.0126       0.0275        1444        0.0001       0.8454       0.0268       0.0307       0.0000       0:2:58   
    440       0.9171       0.0500       0.0112       0.0217        1293        0.0001       1.0651       0.0229       0.0211       0.0000       0:2:53   
    450       0.9163       0.0513       0.0107       0.0217        1362        0.0001       0.9892       0.0273       0.0268       0.0000       0:3:11   
    460       0.9226       0.0444       0.0081       0.0248        1224        0.0001       0.9283       0.0372       0.0386       0.0000        0:3:6   
    470       0.9311       0.0305       0.0048       0.0336        1075        0.0001       0.9472       0.0601       0.0597       0.0000        0:3:2   
    480       0.9157       0.0317       0.0076       0.0450        1336        0.0001       0.9589       0.0818       0.0786       0.0000       0:2:58   
    490       0.9206       0.0329       0.0046       0.0418        1296        0.0001       1.0781       0.0646       0.0566       0.0000       0:3:14   
    500       0.9263       0.0205       0.0067       0.0464        1220        0.0001       0.8411       0.0746       0.0814       0.0000       0:3:10   
    510       0.9338       0.0112       0.0075       0.0475        1063        0.0001       0.8893       0.0852       0.0874       0.0001        0:3:6   
    520       0.9178       0.0177       0.0080       0.0564        1295        0.0001       0.8864       0.0977       0.0993       0.0001        0:3:2   
    530       0.9217       0.0161       0.0110       0.0512        1234        0.0001       0.9369       0.0723       0.0716       0.0001       0:3:16   
    540       0.9076       0.0166       0.0085       0.0672        1466        0.0001       0.8969       0.0811       0.0829       0.0001       0:3:12   
    550       0.9160       0.0143       0.0070       0.0628        1354        0.0001       0.9368       0.0952       0.0923       0.0001        0:3:9   
    560       0.9142       0.0078       0.0065       0.0715        1392        0.0001       0.8044       0.1433       0.1513       0.0001        0:3:5   
    570       0.9203       0.0033       0.0064       0.0699        1282        0.0001       0.9011       0.1154       0.1135       0.0001       0:3:18   
    580       0.9297       0.0015       0.0064       0.0624        1087        0.0001       0.7651       0.0967       0.1122       0.0001       0:3:14   
    590       0.9208       0.0004       0.0059       0.0729        1235        0.0001       0.8445       0.1174       0.1220       0.0001       0:3:11   
    600       0.9268       0.0002       0.0038       0.0692        1169        0.0001       0.8104       0.1124       0.1218       0.0001        0:3:8   
    610       0.9409       0.0001       0.0054       0.0535         958        0.0001       0.9023       0.0834       0.0846       0.0001       0:3:20   
    620       0.9408       0.0005       0.0064       0.0523         979        0.0001       0.8993       0.0636       0.0661       0.0001       0:3:16   
    630       0.9502       0.0000       0.0081       0.0418         786        0.0000       0.9056       0.0295       0.0315       0.0001       0:3:13   
    640       0.9581       0.0001       0.0110       0.0308         681        0.0000       1.0360       0.0234       0.0220       0.0001       0:3:10   
    650       0.9554       0.0003       0.0170       0.0274         705        0.0000       1.0983       0.0160       0.0144       0.0001        0:3:7   
    660       0.9492       0.0014       0.0224       0.0270         793        0.0000       0.9252       0.0206       0.0218       0.0001       0:3:18   
