***********************************************
* GCTB 1.91                                   *
* Genome-wide Complex Trait Bayesian analysis *
* Author: Jian Zeng, Luke Lloyd-Jones         *
* MIT License                                 *
***********************************************

Analysis started: Tue Feb  5 10:08:03 2019

Options:

--sbayes R
--ldm ../../ldm/shrunk/chr22/1000G_eur_chr22.ldm.sparse
--pi 0.95,0.02,0.02,0.01
--gamma 0.0,0.01,0.1,1
--gwas-summary ../../ma/sim_7.ma
--out sim_7
--chain-length 10000
--burn-in 2000
--out-freq 10

Reading SNP info from [../../ldm/shrunk/chr22/1000G_eur_chr22.ldm.sparse.info].
15919 SNPs to be included from [../../ldm/shrunk/chr22/1000G_eur_chr22.ldm.sparse.info].
Reading GWAS summary data from [../../ma/sim_7.ma].
15919 matched SNPs in the GWAS summary data (in total 15938 SNPs).
15919 SNPs on 1 chromosomes are included.
Reading sparse LD matrix from [../../ldm/shrunk/chr22/1000G_eur_chr22.ldm.sparse.bin]...
Per-SNP window size mean 4796.67 sd 1.48613e+06.
LD matrix diagnal mean 1.00391 sd 0.0523117.
Read LD matrix for 15919 SNPs (time used: 0:0:2).

Data summary:
                                             mean       sd
            GWAS SNP Phenotypic variance    1.002    0.052
                    GWAS SNP sample size      378        0
                         GWAS SNP effect   -0.000    0.119
                             GWAS SNP SE    0.106    0.049
            MME left-hand-side diagonals  379.478   19.774
                     MME right-hand-side   -0.223   20.173
                    LD sampling variance    1.298    0.076
                                LD score   17.359   15.140

Approximate BayesR model fitted.
scale factor: 6.2818e-05
Fitting model assuming scaled genotypes 
MCMC launched ...
  Chain length: 10000 iterations
  Burn-in: 2000 iterations

   Iter         Pi1          Pi2          Pi3          Pi4        NnzSnp       SigmaSq      ResVar       GenVar         hsq       Rounding     TimeLeft  
    10        0.9501       0.0174       0.0203       0.0123         824        0.0002       0.9631       0.0421       0.0418       0.0000       0:16:39  
    20        0.9552       0.0156       0.0160       0.0132         690        0.0002       1.0107       0.0430       0.0408       0.0000       0:8:19   
    30        0.9523       0.0193       0.0158       0.0127         746        0.0001       0.9399       0.0328       0.0338       0.0000       0:5:32   
    40        0.9587       0.0156       0.0176       0.0081         642        0.0001       0.9545       0.0203       0.0208       0.0000        0:4:9   
    50        0.9585       0.0140       0.0162       0.0112         659        0.0002       0.9499       0.0369       0.0374       0.0000       0:3:19   
    60        0.9605       0.0126       0.0149       0.0119         591        0.0003       0.8443       0.0533       0.0594       0.0000       0:5:31   
    70        0.9561       0.0095       0.0254       0.0091         693        0.0004       0.7407       0.0661       0.0819       0.0000       0:4:43   
    80        0.9500       0.0169       0.0241       0.0089         825        0.0004       0.9966       0.0772       0.0719       0.0000        0:4:8   
    90        0.9503       0.0134       0.0234       0.0129         758        0.0003       0.9264       0.0872       0.0860       0.0000       0:3:40   
    100       0.9589       0.0119       0.0160       0.0132         642        0.0003       0.8467       0.1043       0.1097       0.0000       0:3:18   
    110       0.9484       0.0100       0.0240       0.0176         816        0.0003       1.0389       0.0865       0.0768       0.0001       0:2:59   
    120       0.9422       0.0133       0.0323       0.0122         888        0.0003       1.0182       0.0698       0.0641       0.0001       0:2:44   
    130       0.9437       0.0158       0.0333       0.0072         935        0.0002       0.9645       0.0419       0.0416       0.0001       0:3:47   
    140       0.9511       0.0148       0.0274       0.0067         818        0.0001       1.0170       0.0264       0.0253       0.0001       0:3:31   
    150       0.9453       0.0193       0.0309       0.0045         887        0.0002       0.9621       0.0205       0.0209       0.0001       0:3:17   
