***********************************************
* GCTB 1.91                                   *
* Genome-wide Complex Trait Bayesian analysis *
* Author: Jian Zeng, Luke Lloyd-Jones         *
* MIT License                                 *
***********************************************

Analysis started: Tue Feb  5 10:06:36 2019

Options:

--sbayes R
--ldm ../../ldm/shrunk/chr22/1000G_eur_chr22.ldm.sparse
--pi 0.95,0.02,0.02,0.01
--gamma 0.0,0.01,0.1,1
--gwas-summary ../../ma/sim_10.ma
--out sim_10
--chain-length 10000
--burn-in 2000
--out-freq 10

Reading SNP info from [../../ldm/shrunk/chr22/1000G_eur_chr22.ldm.sparse.info].
15919 SNPs to be included from [../../ldm/shrunk/chr22/1000G_eur_chr22.ldm.sparse.info].
Reading GWAS summary data from [../../ma/sim_10.ma].
15919 matched SNPs in the GWAS summary data (in total 15938 SNPs).
15919 SNPs on 1 chromosomes are included.
Reading sparse LD matrix from [../../ldm/shrunk/chr22/1000G_eur_chr22.ldm.sparse.bin]...
Per-SNP window size mean 4796.67 sd 1.48613e+06.
LD matrix diagnal mean 1.00391 sd 0.0523117.
Read LD matrix for 15919 SNPs (time used: 0:0:3).

Data summary:
                                             mean       sd
            GWAS SNP Phenotypic variance    1.002    0.052
                    GWAS SNP sample size      378        0
                         GWAS SNP effect   -0.000    0.116
                             GWAS SNP SE    0.106    0.049
            MME left-hand-side diagonals  379.478   19.774
                     MME right-hand-side    0.232   19.404
                    LD sampling variance    1.298    0.076
                                LD score   17.359   15.140

Approximate BayesR model fitted.
scale factor: 6.2818e-05
Fitting model assuming scaled genotypes 
MCMC launched ...
  Chain length: 10000 iterations
  Burn-in: 2000 iterations

   Iter         Pi1          Pi2          Pi3          Pi4        NnzSnp       SigmaSq      ResVar       GenVar         hsq       Rounding     TimeLeft  
    10        0.9403       0.0238       0.0231       0.0128         854        0.0001       1.0215       0.0337       0.0319       0.0000        0:0:0   
    20        0.9602       0.0171       0.0155       0.0073         673        0.0001       0.9583       0.0201       0.0206       0.0000        0:0:0   
    30        0.9565       0.0230       0.0141       0.0064         736        0.0001       0.9069       0.0091       0.0099       0.0000       0:5:32   
    40        0.9508       0.0247       0.0200       0.0045         775        0.0000       0.9144       0.0043       0.0046       0.0000        0:4:9   
    50        0.9526       0.0170       0.0224       0.0080         741        0.0001       0.8850       0.0107       0.0120       0.0000       0:3:19   
    60        0.9535       0.0128       0.0247       0.0090         765        0.0001       0.9802       0.0154       0.0154       0.0000       0:2:45   
    70        0.9490       0.0080       0.0365       0.0065         823        0.0001       0.9203       0.0260       0.0275       0.0000       0:2:21   
    80        0.9431       0.0148       0.0339       0.0082         891        0.0001       0.8988       0.0242       0.0262       0.0000        0:2:4   
    90        0.9375       0.0137       0.0376       0.0112         980        0.0001       0.9235       0.0316       0.0331       0.0000       0:3:40   
    100       0.9485       0.0147       0.0275       0.0093         830        0.0001       0.9890       0.0274       0.0270       0.0000       0:3:18   
    110       0.9467       0.0194       0.0299       0.0040         845        0.0001       1.0878       0.0181       0.0164       0.0000       0:2:59   
    120       0.9402       0.0244       0.0312       0.0042         876        0.0001       0.9649       0.0180       0.0184       0.0000       0:2:44   
    130       0.9435       0.0308       0.0231       0.0026         900        0.0001       1.1010       0.0107       0.0096       0.0000       0:3:47   
    140       0.9347       0.0328       0.0295       0.0031        1036        0.0002       0.9633       0.0147       0.0151       0.0000       0:3:31   
    150       0.9360       0.0284       0.0352       0.0004        1037        0.0001       1.0468       0.0090       0.0086       0.0000       0:3:17   
    160       0.9197       0.0326       0.0469       0.0009        1276        0.0001       1.0311       0.0091       0.0088       0.0000        0:3:4   
    170       0.9249       0.0281       0.0406       0.0064        1134        0.0001       1.0403       0.0214       0.0202       0.0000       0:2:53   
    180       0.9347       0.0295       0.0323       0.0036        1058        0.0001       1.0685       0.0123       0.0114       0.0000       0:3:38   
    190       0.9351       0.0301       0.0325       0.0023        1001        0.0001       0.9581       0.0087       0.0090       0.0000       0:3:26   
    200       0.9277       0.0346       0.0366       0.0011        1173        0.0002       1.0281       0.0147       0.0141       0.0000       0:3:16   
    210       0.9418       0.0222       0.0359       0.0001         953        0.0001       0.9001       0.0083       0.0091       0.0001        0:3:6   
    220       0.9442       0.0269       0.0280       0.0010         912        0.0002       0.9360       0.0143       0.0151       0.0001       0:3:42   
    230       0.9495       0.0243       0.0252       0.0010         780        0.0002       1.0570       0.0115       0.0107       0.0001       0:3:32   
    240       0.9406       0.0269       0.0323       0.0002         929        0.0002       1.0582       0.0112       0.0105       0.0001       0:3:23   
    250       0.9224       0.0315       0.0459       0.0002        1206        0.0002       0.9491       0.0153       0.0159       0.0001       0:3:15   
    260       0.9259       0.0263       0.0470       0.0008        1113        0.0001       1.0635       0.0101       0.0094       0.0001        0:3:7   
    270       0.9098       0.0284       0.0603       0.0014        1450        0.0002       0.9375       0.0204       0.0213       0.0001       0:3:36   
    280       0.9179       0.0338       0.0476       0.0007        1321        0.0002       1.1143       0.0147       0.0130       0.0001       0:3:28   
    290       0.9252       0.0315       0.0431       0.0002        1226        0.0002       1.0506       0.0130       0.0122       0.0001       0:3:20   
    300       0.9127       0.0402       0.0451       0.0020        1393        0.0001       0.9943       0.0160       0.0158       0.0001       0:3:14   
    310       0.9157       0.0400       0.0419       0.0024        1398        0.0001       0.9072       0.0236       0.0254       0.0001       0:3:38   
    320       0.9238       0.0378       0.0363       0.0022        1261        0.0001       1.0289       0.0132       0.0127       0.0001       0:3:31   
    330       0.9307       0.0331       0.0345       0.0017        1056        0.0001       0.9281       0.0134       0.0143       0.0001       0:3:25   
    340       0.9230       0.0366       0.0396       0.0008        1184        0.0002       0.9681       0.0117       0.0120       0.0001       0:3:18   
    350       0.9122       0.0400       0.0450       0.0028        1391        0.0002       0.9583       0.0239       0.0243       0.0001       0:3:40   
    360       0.9127       0.0354       0.0477       0.0042        1373        0.0002       1.1467       0.0264       0.0225       0.0001       0:3:34   
    370       0.9080       0.0402       0.0491       0.0027        1480        0.0001       0.9699       0.0138       0.0140       0.0001       0:3:28   
    380       0.9034       0.0365       0.0542       0.0059        1553        0.0001       0.9838       0.0306       0.0302       0.0001       0:3:22   
    390       0.8988       0.0393       0.0512       0.0107        1584        0.0001       0.9528       0.0278       0.0283       0.0001       0:3:41   
    400       0.9179       0.0260       0.0511       0.0050        1334        0.0001       0.9315       0.0160       0.0169       0.0001       0:3:36   
    410       0.9040       0.0317       0.0611       0.0033        1552        0.0001       1.0023       0.0156       0.0153       0.0001       0:3:30   
    420       0.8757       0.0347       0.0843       0.0052        1963        0.0001       0.9442       0.0270       0.0278       0.0001       0:3:25   
    430       0.8693       0.0371       0.0861       0.0075        2119        0.0001       0.9225       0.0290       0.0305       0.0001       0:3:42   
    440       0.8726       0.0496       0.0760       0.0018        1993        0.0001       0.9983       0.0160       0.0158       0.0001       0:3:37   
    450       0.8607       0.0539       0.0839       0.0016        2132        0.0001       0.9995       0.0156       0.0154       0.0001       0:3:53   
    460       0.8707       0.0477       0.0808       0.0007        2092        0.0001       0.9416       0.0129       0.0135       0.0001       0:3:48   
    470       0.8808       0.0473       0.0714       0.0005        1863        0.0001       0.9445       0.0112       0.0118       0.0001       0:3:43   
    480       0.8769       0.0493       0.0727       0.0011        1901        0.0001       1.0075       0.0142       0.0139       0.0001       0:3:58   
    490       0.8735       0.0480       0.0762       0.0023        1995        0.0001       0.9172       0.0170       0.0182       0.0001       0:3:52   
    500       0.8775       0.0532       0.0643       0.0050        1907        0.0001       0.9749       0.0206       0.0207       0.0001       0:3:48   
    510       0.8830       0.0554       0.0573       0.0043        1844        0.0001       0.9756       0.0194       0.0195       0.0001        0:4:1   
    520       0.8727       0.0668       0.0579       0.0026        1926        0.0001       1.0288       0.0154       0.0148       0.0001       0:3:57   
