***********************************************
* GCTB 1.91                                   *
* Genome-wide Complex Trait Bayesian analysis *
* Author: Jian Zeng, Luke Lloyd-Jones         *
* MIT License                                 *
***********************************************

Analysis started: Tue Feb  5 09:06:53 2019

Options:

--sbayes R
--ldm ../../ldm/shrunk/chr22/1000G_eur_chr22.ldm.sparse
--pi 0.95,0.02,0.02,0.01
--gamma 0.0,0.01,0.1,1
--gwas-summary ../../ma/sim_5.ma
--out sim_5
--chain-length 10000
--burn-in 2000
--out-freq 10

Reading SNP info from [../../ldm/shrunk/chr22/1000G_eur_chr22.ldm.sparse.info].
15919 SNPs to be included from [../../ldm/shrunk/chr22/1000G_eur_chr22.ldm.sparse.info].
Reading GWAS summary data from [../../ma/sim_5.ma].
15919 matched SNPs in the GWAS summary data (in total 15938 SNPs).
15919 SNPs on 1 chromosomes are included.
Reading sparse LD matrix from [../../ldm/shrunk/chr22/1000G_eur_chr22.ldm.sparse.bin]...
Per-SNP window size mean 4796.67 sd 1.48613e+06.
LD matrix diagnal mean 1.00391 sd 0.0523117.
Read LD matrix for 15919 SNPs (time used: 0:0:2).

Data summary:
                                             mean       sd
            GWAS SNP Phenotypic variance    1.002    0.052
                    GWAS SNP sample size      378        0
                         GWAS SNP effect    0.000    0.119
                             GWAS SNP SE    0.106    0.049
            MME left-hand-side diagonals  379.478   19.774
                     MME right-hand-side   -0.184   20.488
                    LD sampling variance    1.298    0.076
                                LD score   17.359   15.140

Approximate BayesR model fitted.
scale factor: 6.2818e-05
Fitting model assuming scaled genotypes 
MCMC launched ...
  Chain length: 10000 iterations
  Burn-in: 2000 iterations

   Iter         Pi1          Pi2          Pi3          Pi4        NnzSnp       SigmaSq      ResVar       GenVar         hsq       Rounding     TimeLeft  
    10        0.9551       0.0133       0.0192       0.0123         712        0.0001       0.9954       0.0302       0.0294       0.0000        0:0:0   
    20        0.9613       0.0052       0.0207       0.0128         623        0.0001       0.9360       0.0280       0.0290       0.0000        0:0:0   
    30        0.9597       0.0095       0.0171       0.0137         650        0.0001       0.9487       0.0246       0.0253       0.0000       0:5:32   
    40        0.9591       0.0108       0.0145       0.0156         670        0.0001       1.0090       0.0239       0.0231       0.0000        0:4:9   
    50        0.9567       0.0116       0.0097       0.0220         675        0.0001       0.9338       0.0261       0.0272       0.0000       0:3:19   
    60        0.9618       0.0096       0.0093       0.0193         614        0.0001       0.9676       0.0339       0.0339       0.0000       0:2:45   
    70        0.9647       0.0105       0.0088       0.0160         541        0.0001       1.0059       0.0389       0.0372       0.0000       0:2:21   
    80        0.9660       0.0101       0.0076       0.0163         581        0.0002       0.9748       0.0714       0.0683       0.0000        0:2:4   
    90        0.9665       0.0070       0.0103       0.0162         518        0.0003       0.9044       0.0674       0.0694       0.0000       0:1:50   
    100       0.9624       0.0077       0.0085       0.0215         577        0.0003       0.7965       0.0895       0.1010       0.0000       0:1:39   
    110       0.9647       0.0086       0.0096       0.0171         560        0.0003       0.8675       0.1080       0.1107       0.0000       0:2:59   
    120       0.9627       0.0083       0.0093       0.0197         584        0.0002       0.9322       0.0708       0.0706       0.0000       0:2:44   
    130       0.9762       0.0046       0.0070       0.0123         406        0.0002       1.0720       0.0475       0.0424       0.0000       0:2:31   
    140       0.9765       0.0048       0.0080       0.0107         360        0.0002       0.9544       0.0410       0.0411       0.0000       0:2:20   
    150       0.9757       0.0026       0.0076       0.0142         394        0.0004       1.0043       0.0707       0.0657       0.0000       0:2:11   
    160       0.9587       0.0022       0.0134       0.0258         601        0.0002       0.8613       0.0772       0.0823       0.0000        0:2:3   
    170       0.9583       0.0003       0.0129       0.0285         644        0.0003       0.9730       0.1259       0.1145       0.0000       0:1:55   
    180       0.9559       0.0002       0.0173       0.0266         709        0.0002       1.0212       0.1075       0.0952       0.0000       0:1:49   
    190       0.9659       0.0007       0.0173       0.0161         552        0.0003       0.8427       0.0824       0.0891       0.0000       0:1:43   
    200       0.9637       0.0013       0.0148       0.0201         581        0.0002       1.0186       0.0855       0.0775       0.0000       0:1:38   
    210       0.9766       0.0010       0.0072       0.0152         406        0.0002       0.9619       0.0516       0.0509       0.0001       0:2:19   
    220       0.9796       0.0023       0.0069       0.0112         340        0.0003       0.9271       0.0657       0.0662       0.0001       0:2:13   
    230       0.9793       0.0051       0.0057       0.0098         371        0.0002       1.0263       0.0323       0.0305       0.0001        0:2:7   
    240       0.9821       0.0056       0.0069       0.0055         292        0.0001       1.0869       0.0077       0.0070       0.0001        0:2:2   
    250       0.9912       0.0013       0.0024       0.0051         148        0.0001       0.8204       0.0052       0.0063       0.0001       0:1:57   
    260       0.9911       0.0014       0.0013       0.0062         158        0.0001       0.9135       0.0072       0.0078       0.0001       0:1:52   
    270       0.9910       0.0055       0.0014       0.0021         139        0.0001       1.0188       0.0028       0.0027       0.0001       0:1:48   
    280       0.9937       0.0022       0.0024       0.0017         125        0.0001       0.9918       0.0030       0.0030       0.0001       0:1:44   
    290       0.9965       0.0019       0.0009       0.0006         49         0.0000       1.0319       0.0002       0.0002       0.0001       0:1:40   
    300       0.9931       0.0012       0.0057       0.0001         99         0.0001       0.9597       0.0004       0.0004       0.0001       0:1:37   
    310       0.9930       0.0007       0.0062       0.0000         91         0.0001       1.1344       0.0006       0.0005       0.0000       0:1:33   
    320       0.9947       0.0003       0.0037       0.0013         94         0.0000       0.9385       0.0007       0.0007       0.0000       0:1:30   
    330       0.9973       0.0014       0.0007       0.0006         55         0.0000       1.0256       0.0005       0.0005       0.0000       0:1:27   
    340       0.9975       0.0011       0.0006       0.0008         38         0.0001       1.0016       0.0009       0.0009       0.0000       0:1:25   
    350       0.9959       0.0010       0.0005       0.0026         66         0.0001       0.9115       0.0035       0.0039       0.0000       0:1:22   
    360       0.9946       0.0011       0.0019       0.0023         82         0.0001       1.1029       0.0044       0.0040       0.0000       0:1:47   
    370       0.9969       0.0014       0.0014       0.0003         44         0.0000       1.0606       0.0002       0.0001       0.0000       0:1:44   
    380       0.9941       0.0027       0.0024       0.0009         94         0.0000       1.0328       0.0003       0.0003       0.0000       0:1:41   
    390       0.9907       0.0047       0.0016       0.0030         129        0.0001       1.0389       0.0032       0.0030       0.0000       0:1:38   
    400       0.9880       0.0055       0.0028       0.0038         193        0.0001       0.9487       0.0060       0.0063       0.0000       0:1:36   
    410       0.9865       0.0095       0.0010       0.0030         219        0.0001       0.9652       0.0069       0.0071       0.0000       0:1:33   
    420       0.9849       0.0080       0.0006       0.0065         232        0.0001       1.1469       0.0083       0.0072       0.0000       0:1:31   
    430       0.9744       0.0207       0.0004       0.0044         411        0.0001       0.9834       0.0064       0.0064       0.0000       0:1:29   
    440       0.9788       0.0185       0.0003       0.0024         315        0.0001       0.9853       0.0048       0.0049       0.0000       0:1:26   
    450       0.9813       0.0179       0.0002       0.0006         292        0.0001       0.9875       0.0017       0.0017       0.0000       0:1:24   
    460       0.9768       0.0225       0.0005       0.0002         381        0.0002       1.0853       0.0007       0.0007       0.0000       0:1:22   
    470       0.9715       0.0269       0.0012       0.0003         477        0.0002       0.9709       0.0026       0.0027       0.0000       0:1:21   
    480       0.9570       0.0408       0.0011       0.0012         656        0.0003       1.0183       0.0086       0.0083       0.0000       0:1:19   
    490       0.9564       0.0404       0.0011       0.0021         709        0.0002       0.9307       0.0089       0.0095       0.0000       0:1:37   
    500       0.9436       0.0461       0.0034       0.0069         891        0.0002       0.9742       0.0255       0.0255       0.0000       0:1:35   
    510       0.9354       0.0552       0.0009       0.0085         992        0.0002       0.9844       0.0283       0.0280       0.0000       0:1:33   
    520       0.9350       0.0521       0.0011       0.0119        1042        0.0002       0.9597       0.0353       0.0355       0.0000       0:1:31   
    530       0.9321       0.0611       0.0003       0.0066        1029        0.0001       0.9280       0.0157       0.0166       0.0000       0:1:29   
    540       0.9335       0.0556       0.0016       0.0093        1073        0.0001       0.9043       0.0171       0.0185       0.0000       0:1:27   
    550       0.9288       0.0529       0.0015       0.0168        1123        0.0002       1.0235       0.0451       0.0422       0.0000       0:1:43   
    560       0.9350       0.0503       0.0008       0.0139        1065        0.0002       1.0160       0.0301       0.0287       0.0000       0:1:41   
    570       0.9355       0.0527       0.0006       0.0111        1057        0.0001       1.0212       0.0276       0.0263       0.0000       0:1:39   
    580       0.9338       0.0434       0.0004       0.0224        1059        0.0001       0.9352       0.0500       0.0508       0.0000       0:1:37   
    590       0.9353       0.0419       0.0022       0.0206        1009        0.0001       0.8998       0.0317       0.0340       0.0000       0:1:35   
    600       0.9463       0.0306       0.0021       0.0209         819        0.0001       0.8611       0.0288       0.0323       0.0000       0:1:34   
    610       0.9528       0.0314       0.0004       0.0154         800        0.0001       0.9271       0.0314       0.0328       0.0001       0:1:47   
    620       0.9428       0.0299       0.0008       0.0266         854        0.0001       1.0053       0.0357       0.0343       0.0001       0:1:45   
    630       0.9350       0.0306       0.0007       0.0337        1045        0.0001       1.0572       0.0474       0.0429       0.0001       0:1:44   
    640       0.9367       0.0326       0.0007       0.0299         970        0.0001       0.8915       0.0433       0.0463       0.0001       0:1:42   
    650       0.9392       0.0331       0.0010       0.0268         941        0.0001       0.9838       0.0500       0.0484       0.0001       0:1:40   
    660       0.9369       0.0322       0.0016       0.0293        1015        0.0001       0.8752       0.0707       0.0748       0.0001       0:1:39   
    670       0.9258       0.0401       0.0021       0.0321        1125        0.0001       0.9001       0.0635       0.0659       0.0001       0:1:37   
    680       0.9324       0.0381       0.0030       0.0266        1107        0.0001       0.9006       0.0450       0.0476       0.0001       0:1:49   
    690       0.9304       0.0488       0.0039       0.0169        1107        0.0001       0.9472       0.0347       0.0353       0.0001       0:1:47   
    700       0.9304       0.0516       0.0042       0.0139        1105        0.0002       0.9192       0.0352       0.0369       0.0001       0:1:46   
    710       0.9219       0.0598       0.0039       0.0145        1247        0.0001       0.9973       0.0308       0.0299       0.0001       0:1:44   
    720       0.9190       0.0639       0.0026       0.0145        1308        0.0001       1.0514       0.0255       0.0237       0.0001       0:1:56   
    730       0.9130       0.0686       0.0023       0.0161        1355        0.0001       0.8264       0.0349       0.0405       0.0001       0:1:54   
    740       0.9103       0.0691       0.0045       0.0161        1398        0.0002       0.9137       0.0391       0.0411       0.0001       0:1:52   
    750       0.9005       0.0792       0.0049       0.0153        1529        0.0002       0.9186       0.0426       0.0443       0.0001       0:1:51   
    760       0.8937       0.0875       0.0041       0.0147        1642        0.0002       0.8487       0.0623       0.0684       0.0001       0:1:49   
    770       0.8830       0.0944       0.0029       0.0197        1900        0.0002       0.9344       0.0787       0.0777       0.0001       0:1:59   
    780       0.8742       0.1034       0.0014       0.0209        1976        0.0002       0.8875       0.0744       0.0773       0.0001       0:1:58   
    790       0.8588       0.1142       0.0017       0.0253        2251        0.0002       0.9729       0.1059       0.0982       0.0001       0:1:56   
    800       0.8740       0.0965       0.0001       0.0293        2097        0.0002       0.8503       0.1139       0.1181       0.0001        0:2:6   
    810       0.8719       0.0989       0.0016       0.0276        2043        0.0002       0.9385       0.0750       0.0740       0.0001        0:2:4   
    820       0.8635       0.1106       0.0007       0.0251        2131        0.0002       0.9873       0.0706       0.0667       0.0001        0:2:3   
    830       0.8534       0.1205       0.0023       0.0238        2357        0.0002       0.9781       0.0850       0.0799       0.0001       0:2:12   
    840       0.8359       0.1327       0.0029       0.0284        2689        0.0003       0.9176       0.1176       0.1136       0.0001       0:2:10   
    850       0.8287       0.1407       0.0040       0.0266        2746        0.0002       0.9086       0.0889       0.0892       0.0001       0:2:19   
    860       0.8233       0.1300       0.0108       0.0359        2769        0.0002       0.9004       0.1293       0.1255       0.0001       0:2:18   
    870       0.8240       0.1254       0.0163       0.0343        2746        0.0002       0.9026       0.1571       0.1482       0.0001       0:2:16   
    880       0.8220       0.1304       0.0127       0.0349        2909        0.0002       0.9564       0.1113       0.1042       0.0001       0:2:25   
    890       0.8280       0.1150       0.0205       0.0365        2737        0.0002       0.6393       0.1362       0.1756       0.0001       0:2:23   
    900       0.8285       0.1140       0.0147       0.0428        2723        0.0002       0.8312       0.1477       0.1509       0.0001       0:2:21   
    910       0.8187       0.1221       0.0256       0.0336        2805        0.0002       0.9825       0.1254       0.1132       0.0001       0:2:29   
    920       0.8323       0.1053       0.0345       0.0278        2707        0.0002       0.8749       0.0990       0.1017       0.0001       0:2:28   
    930       0.8269       0.1106       0.0244       0.0381        2726        0.0002       0.8333       0.1111       0.1176       0.0001       0:2:36   
