***********************************************
* GCTB 1.91                                   *
* Genome-wide Complex Trait Bayesian analysis *
* Author: Jian Zeng, Luke Lloyd-Jones         *
* MIT License                                 *
***********************************************

Analysis started: Tue Feb  5 10:08:03 2019

Options:

--sbayes R
--ldm ../../ldm/shrunk/chr22/1000G_eur_chr22.ldm.sparse
--pi 0.95,0.02,0.02,0.01
--gamma 0.0,0.01,0.1,1
--gwas-summary ../../ma/sim_8.ma
--out sim_8
--chain-length 10000
--burn-in 2000
--out-freq 10

Reading SNP info from [../../ldm/shrunk/chr22/1000G_eur_chr22.ldm.sparse.info].
15919 SNPs to be included from [../../ldm/shrunk/chr22/1000G_eur_chr22.ldm.sparse.info].
Reading GWAS summary data from [../../ma/sim_8.ma].
15919 matched SNPs in the GWAS summary data (in total 15938 SNPs).
15919 SNPs on 1 chromosomes are included.
Reading sparse LD matrix from [../../ldm/shrunk/chr22/1000G_eur_chr22.ldm.sparse.bin]...
Per-SNP window size mean 4796.67 sd 1.48613e+06.
LD matrix diagnal mean 1.00391 sd 0.0523117.
Read LD matrix for 15919 SNPs (time used: 0:0:2).

Data summary:
                                             mean       sd
            GWAS SNP Phenotypic variance    1.002    0.052
                    GWAS SNP sample size      378        0
                         GWAS SNP effect   -0.000    0.124
                             GWAS SNP SE    0.106    0.049
            MME left-hand-side diagonals  379.478   19.774
                     MME right-hand-side    0.316   20.713
                    LD sampling variance    1.298    0.076
                                LD score   17.359   15.140

Approximate BayesR model fitted.
scale factor: 6.2818e-05
Fitting model assuming scaled genotypes 
MCMC launched ...
  Chain length: 10000 iterations
  Burn-in: 2000 iterations

   Iter         Pi1          Pi2          Pi3          Pi4        NnzSnp       SigmaSq      ResVar       GenVar         hsq       Rounding     TimeLeft  
    10        0.9484       0.0157       0.0193       0.0166         799        0.0001       0.9020       0.0415       0.0440       0.0000       0:16:39  
    20        0.9639       0.0096       0.0141       0.0124         584        0.0002       0.9634       0.0386       0.0385       0.0000       0:8:19   
    30        0.9613       0.0093       0.0119       0.0176         599        0.0002       0.8636       0.0593       0.0642       0.0000       0:5:32   
    40        0.9618       0.0097       0.0107       0.0178         585        0.0001       0.9763       0.0382       0.0376       0.0000        0:4:9   
    50        0.9631       0.0073       0.0090       0.0206         583        0.0002       0.7355       0.0580       0.0731       0.0000       0:3:19   
    60        0.9633       0.0078       0.0086       0.0204         593        0.0002       0.9042       0.0611       0.0633       0.0000       0:2:45   
    70        0.9563       0.0090       0.0106       0.0242         658        0.0002       0.9490       0.0765       0.0746       0.0000       0:4:43   
    80        0.9502       0.0200       0.0090       0.0208         805        0.0002       0.9170       0.0637       0.0649       0.0000        0:4:8   
    90        0.9551       0.0179       0.0099       0.0171         744        0.0002       0.9962       0.0540       0.0514       0.0000       0:3:40   
    100       0.9556       0.0139       0.0101       0.0204         736        0.0002       1.0258       0.0635       0.0583       0.0000       0:3:18   
    110       0.9617       0.0119       0.0132       0.0132         642        0.0002       0.8721       0.0540       0.0584       0.0001       0:2:59   
    120       0.9611       0.0199       0.0096       0.0094         601        0.0002       0.9430       0.0272       0.0281       0.0001       0:2:44   
    130       0.9713       0.0144       0.0083       0.0059         453        0.0002       1.0745       0.0172       0.0157       0.0001       0:2:31   
    140       0.9700       0.0089       0.0136       0.0075         473        0.0001       1.0324       0.0182       0.0174       0.0001       0:3:31   
    150       0.9700       0.0062       0.0148       0.0089         459        0.0001       1.0002       0.0104       0.0102       0.0001       0:3:17   
    160       0.9618       0.0096       0.0198       0.0088         576        0.0001       0.9566       0.0099       0.0102       0.0001        0:3:4   
    170       0.9646       0.0117       0.0136       0.0101         575        0.0001       0.9640       0.0092       0.0095       0.0001       0:2:53   
    180       0.9549       0.0156       0.0203       0.0091         689        0.0001       1.0463       0.0141       0.0133       0.0001       0:2:43   
    190       0.9599       0.0149       0.0203       0.0050         620        0.0000       0.9648       0.0064       0.0066       0.0001       0:2:34   
    200       0.9589       0.0150       0.0223       0.0037         632        0.0001       1.1233       0.0043       0.0038       0.0001       0:2:27   
    210       0.9681       0.0080       0.0226       0.0013         510        0.0000       1.0653       0.0015       0.0014       0.0000        0:3:6   
    220       0.9694       0.0048       0.0237       0.0020         478        0.0000       1.0849       0.0016       0.0015       0.0000       0:2:57   
    230       0.9756       0.0052       0.0171       0.0020         396        0.0000       0.8782       0.0015       0.0017       0.0000       0:2:49   
    240       0.9815       0.0015       0.0167       0.0003         279        0.0000       1.0190       0.0006       0.0006       0.0000       0:2:42   
    250       0.9838       0.0018       0.0143       0.0001         216        0.0000       0.9385       0.0005       0.0005       0.0000       0:2:36   
    260       0.9738       0.0017       0.0235       0.0010         384        0.0000       0.9874       0.0021       0.0021       0.0000       0:2:29   
    270       0.9667       0.0013       0.0310       0.0009         492        0.0000       1.0590       0.0023       0.0022       0.0000       0:2:24   
    280       0.9679       0.0000       0.0307       0.0014         518        0.0000       0.9254       0.0030       0.0032       0.0000       0:2:18   
    290       0.9732       0.0000       0.0262       0.0006         417        0.0001       1.1311       0.0021       0.0019       0.0000       0:2:13   
    300       0.9648       0.0018       0.0333       0.0000         520        0.0001       1.0579       0.0037       0.0035       0.0000        0:2:9   
    310       0.9602       0.0034       0.0362       0.0001         610        0.0001       1.0047       0.0055       0.0055       0.0000       0:2:36   
    320       0.9500       0.0022       0.0463       0.0015         840        0.0001       1.0655       0.0094       0.0088       0.0000       0:2:31   
    330       0.9600       0.0006       0.0358       0.0036         579        0.0001       0.8799       0.0079       0.0089       0.0000       0:2:26   
    340       0.9698       0.0005       0.0282       0.0015         527        0.0001       0.9453       0.0045       0.0047       0.0000       0:2:22   
    350       0.9635       0.0008       0.0328       0.0030         534        0.0001       0.9663       0.0058       0.0059       0.0000       0:2:17   
    360       0.9621       0.0016       0.0326       0.0037         630        0.0001       0.9903       0.0061       0.0061       0.0000       0:2:13   
    370       0.9580       0.0056       0.0347       0.0018         688        0.0001       0.9709       0.0063       0.0064       0.0000       0:2:10   
    380       0.9587       0.0047       0.0353       0.0013         670        0.0001       1.0121       0.0035       0.0035       0.0000        0:2:6   
    390       0.9568       0.0032       0.0351       0.0048         665        0.0000       1.1548       0.0052       0.0045       0.0000       0:2:27   
    400       0.9567       0.0018       0.0346       0.0069         704        0.0001       0.9520       0.0114       0.0118       0.0000       0:2:24   
    410       0.9441       0.0042       0.0479       0.0038         884        0.0001       0.9298       0.0144       0.0152       0.0000       0:2:20   
    420       0.9340       0.0070       0.0540       0.0050        1034        0.0001       0.9507       0.0185       0.0190       0.0000       0:2:16   
    430       0.9237       0.0019       0.0674       0.0070        1125        0.0001       0.9061       0.0155       0.0168       0.0000       0:2:13   
    440       0.9316       0.0017       0.0650       0.0016        1106        0.0001       1.0318       0.0106       0.0101       0.0000       0:2:10   
    450       0.9158       0.0015       0.0810       0.0017        1334        0.0001       0.9727       0.0127       0.0128       0.0000       0:2:28   
    460       0.9176       0.0012       0.0797       0.0016        1333        0.0001       0.9131       0.0135       0.0145       0.0000       0:2:25   
    470       0.9255       0.0007       0.0717       0.0020        1136        0.0001       1.0165       0.0126       0.0123       0.0000       0:2:21   
    480       0.9117       0.0028       0.0836       0.0020        1363        0.0001       1.0146       0.0159       0.0155       0.0000       0:2:18   
