***********************************************
* GCTB 1.91                                   *
* Genome-wide Complex Trait Bayesian analysis *
* Author: Jian Zeng, Luke Lloyd-Jones         *
* MIT License                                 *
***********************************************

Analysis started: Tue Feb  5 10:06:36 2019

Options:

--sbayes R
--ldm ../../ldm/shrunk/chr22/1000G_eur_chr22.ldm.sparse
--pi 0.95,0.02,0.02,0.01
--gamma 0.0,0.01,0.1,1
--gwas-summary ../../ma/sim_11.ma
--out sim_11
--chain-length 10000
--burn-in 2000
--out-freq 10

Reading SNP info from [../../ldm/shrunk/chr22/1000G_eur_chr22.ldm.sparse.info].
15919 SNPs to be included from [../../ldm/shrunk/chr22/1000G_eur_chr22.ldm.sparse.info].
Reading GWAS summary data from [../../ma/sim_11.ma].
15919 matched SNPs in the GWAS summary data (in total 15938 SNPs).
15919 SNPs on 1 chromosomes are included.
Reading sparse LD matrix from [../../ldm/shrunk/chr22/1000G_eur_chr22.ldm.sparse.bin]...
Per-SNP window size mean 4796.67 sd 1.48613e+06.
LD matrix diagnal mean 1.00391 sd 0.0523117.
Read LD matrix for 15919 SNPs (time used: 0:0:4).

Data summary:
                                             mean       sd
            GWAS SNP Phenotypic variance    1.002    0.052
                    GWAS SNP sample size      378        0
                         GWAS SNP effect   -0.000    0.123
                             GWAS SNP SE    0.106    0.049
            MME left-hand-side diagonals  379.478   19.774
                     MME right-hand-side    0.051   20.067
                    LD sampling variance    1.298    0.076
                                LD score   17.359   15.140

Approximate BayesR model fitted.
scale factor: 6.2818e-05
Fitting model assuming scaled genotypes 
MCMC launched ...
  Chain length: 10000 iterations
  Burn-in: 2000 iterations

   Iter         Pi1          Pi2          Pi3          Pi4        NnzSnp       SigmaSq      ResVar       GenVar         hsq       Rounding     TimeLeft  
    10        0.9540       0.0155       0.0217       0.0088         791        0.0001       0.9823       0.0214       0.0213       0.0000       0:16:39  
    20        0.9661       0.0104       0.0188       0.0047         570        0.0001       1.0145       0.0150       0.0146       0.0000       0:8:19   
    30        0.9704       0.0068       0.0172       0.0057         499        0.0002       0.9561       0.0191       0.0196       0.0000       0:5:32   
    40        0.9750       0.0054       0.0172       0.0024         419        0.0001       0.9880       0.0078       0.0078       0.0000        0:4:9   
    50        0.9792       0.0046       0.0114       0.0048         354        0.0001       0.9887       0.0078       0.0078       0.0000       0:3:19   
    60        0.9742       0.0055       0.0116       0.0088         432        0.0001       1.0339       0.0155       0.0147       0.0000       0:2:45   
    70        0.9730       0.0036       0.0169       0.0065         436        0.0001       0.9770       0.0114       0.0116       0.0000       0:4:43   
    80        0.9729       0.0060       0.0129       0.0081         406        0.0002       0.8765       0.0258       0.0286       0.0000        0:4:8   
    90        0.9709       0.0093       0.0117       0.0081         447        0.0003       0.9197       0.0289       0.0304       0.0000       0:3:40   
    100       0.9668       0.0128       0.0112       0.0092         503        0.0002       0.9223       0.0328       0.0343       0.0000       0:3:18   
    110       0.9672       0.0162       0.0115       0.0051         516        0.0003       0.9208       0.0305       0.0321       0.0000       0:2:59   
    120       0.9653       0.0185       0.0135       0.0027         546        0.0003       0.9944       0.0201       0.0198       0.0000       0:2:44   
    130       0.9729       0.0139       0.0119       0.0012         447        0.0003       1.0622       0.0133       0.0124       0.0000       0:2:31   
    140       0.9718       0.0146       0.0115       0.0021         428        0.0002       0.9664       0.0171       0.0174       0.0000       0:2:20   
    150       0.9754       0.0117       0.0123       0.0005         358        0.0003       0.9994       0.0074       0.0074       0.0000       0:3:17   
    160       0.9701       0.0140       0.0145       0.0014         485        0.0003       0.9720       0.0129       0.0131       0.0000        0:3:4   
    170       0.9624       0.0189       0.0143       0.0044         587        0.0005       0.9586       0.0622       0.0609       0.0000       0:2:53   
    180       0.9572       0.0236       0.0137       0.0054         654        0.0004       0.9830       0.0418       0.0408       0.0000       0:2:43   
    190       0.9696       0.0181       0.0098       0.0026         473        0.0004       1.0203       0.0194       0.0186       0.0000       0:2:34   
    200       0.9644       0.0217       0.0124       0.0015         570        0.0003       1.0188       0.0171       0.0165       0.0000       0:2:27   
    210       0.9628       0.0204       0.0141       0.0026         576        0.0002       0.9480       0.0170       0.0176       0.0000        0:3:6   
    220       0.9598       0.0264       0.0123       0.0015         597        0.0003       0.8459       0.0107       0.0125       0.0000       0:2:57   
    230       0.9651       0.0227       0.0098       0.0024         542        0.0002       0.9902       0.0162       0.0161       0.0000       0:2:49   
    240       0.9663       0.0214       0.0118       0.0005         607        0.0002       1.0583       0.0064       0.0060       0.0000       0:2:42   
    250       0.9727       0.0151       0.0116       0.0006         408        0.0002       0.9630       0.0049       0.0051       0.0000       0:2:36   
    260       0.9686       0.0177       0.0123       0.0014         487        0.0001       1.1279       0.0037       0.0032       0.0000       0:2:29   
    270       0.9614       0.0154       0.0220       0.0012         590        0.0001       0.8885       0.0065       0.0073       0.0000       0:2:24   
    280       0.9653       0.0135       0.0198       0.0014         560        0.0001       1.0595       0.0068       0.0064       0.0000       0:2:53   
    290       0.9695       0.0103       0.0193       0.0009         476        0.0001       0.9482       0.0047       0.0050       0.0000       0:2:47   
    300       0.9695       0.0089       0.0215       0.0001         494        0.0001       1.1267       0.0035       0.0031       0.0000       0:2:41   
    310       0.9714       0.0084       0.0199       0.0003         490        0.0001       0.9534       0.0033       0.0034       0.0000       0:2:36   
    320       0.9665       0.0088       0.0235       0.0013         541        0.0001       0.9906       0.0039       0.0039       0.0000       0:2:31   
    330       0.9682       0.0073       0.0224       0.0021         466        0.0001       1.0059       0.0048       0.0047       0.0000       0:2:26   
    340       0.9755       0.0063       0.0171       0.0011         390        0.0001       0.9912       0.0050       0.0050       0.0000       0:2:22   
    350       0.9725       0.0088       0.0163       0.0023         457        0.0001       1.0235       0.0047       0.0046       0.0000       0:2:45   
    360       0.9816       0.0076       0.0063       0.0045         312        0.0001       1.1443       0.0056       0.0049       0.0000       0:2:40   
    370       0.9824       0.0057       0.0079       0.0040         273        0.0000       0.9857       0.0029       0.0029       0.0000       0:2:36   
    380       0.9826       0.0037       0.0064       0.0073         274        0.0001       1.0067       0.0061       0.0061       0.0000       0:2:31   
    390       0.9758       0.0027       0.0117       0.0098         368        0.0000       0.9807       0.0078       0.0079       0.0000       0:2:27   
    400       0.9672       0.0015       0.0135       0.0179         460        0.0001       0.9051       0.0129       0.0140       0.0000       0:2:24   
    410       0.9563       0.0012       0.0220       0.0204         655        0.0001       0.9829       0.0180       0.0180       0.0000       0:2:20   
    420       0.9448       0.0039       0.0353       0.0161         892        0.0000       1.0068       0.0145       0.0142       0.0000       0:2:39   
    430       0.9337       0.0046       0.0386       0.0231        1126        0.0000       1.0428       0.0147       0.0139       0.0000       0:2:35   
    440       0.9496       0.0037       0.0317       0.0151         785        0.0000       0.9418       0.0109       0.0114       0.0000       0:2:32   
    450       0.9453       0.0041       0.0323       0.0184         882        0.0000       0.9493       0.0137       0.0142       0.0000       0:2:28   
    460       0.9398       0.0030       0.0365       0.0207         912        0.0000       1.0346       0.0133       0.0126       0.0000       0:2:25   
    470       0.9372       0.0040       0.0375       0.0213         941        0.0000       0.8768       0.0146       0.0164       0.0000       0:2:42   
    480       0.9180       0.0079       0.0425       0.0315        1281        0.0000       0.9240       0.0199       0.0211       0.0000       0:2:38   
    490       0.9142       0.0073       0.0460       0.0325        1376        0.0000       1.0008       0.0210       0.0205       0.0000       0:2:35   
    500       0.9222       0.0076       0.0350       0.0352        1265        0.0000       1.0636       0.0225       0.0207       0.0000       0:2:32   
    510       0.9487       0.0051       0.0243       0.0219         858        0.0000       1.1986       0.0177       0.0146       0.0001       0:2:47   
    520       0.9401       0.0050       0.0240       0.0309         944        0.0000       0.9348       0.0250       0.0260       0.0001       0:2:44   
    530       0.9445       0.0053       0.0266       0.0235         927        0.0001       0.9246       0.0354       0.0368       0.0001       0:2:40   
    540       0.9422       0.0045       0.0295       0.0238         921        0.0001       0.9387       0.0449       0.0457       0.0001       0:2:37   
    550       0.9466       0.0061       0.0300       0.0174         825        0.0001       1.0362       0.0345       0.0322       0.0001       0:2:51   
    560       0.9326       0.0079       0.0428       0.0167        1067        0.0001       1.0119       0.0319       0.0305       0.0001       0:2:48   
    570       0.9425       0.0090       0.0397       0.0088         920        0.0001       0.9245       0.0201       0.0212       0.0001       0:2:45   
    580       0.9413       0.0064       0.0371       0.0152        1012        0.0001       0.8590       0.0373       0.0416       0.0001       0:2:42   
    590       0.9343       0.0051       0.0454       0.0152        1091        0.0001       1.0201       0.0265       0.0253       0.0001       0:2:55   
    600       0.9428       0.0030       0.0344       0.0198         904        0.0001       0.9593       0.0372       0.0373       0.0001       0:2:52   
    610       0.9448       0.0012       0.0351       0.0189         820        0.0001       1.0334       0.0384       0.0359       0.0001       0:2:49   
    620       0.9382       0.0016       0.0313       0.0288         972        0.0001       0.8712       0.0470       0.0512       0.0001       0:2:46   
    630       0.9429       0.0009       0.0211       0.0351         913        0.0001       0.9248       0.0563       0.0574       0.0001       0:2:58   
    640       0.9461       0.0025       0.0240       0.0274         874        0.0001       1.0243       0.0362       0.0341       0.0001       0:2:55   
    650       0.9386       0.0033       0.0376       0.0205         957        0.0001       1.0642       0.0333       0.0303       0.0001       0:2:52   
    660       0.9323       0.0040       0.0339       0.0299        1065        0.0001       0.9022       0.0648       0.0670       0.0001       0:2:49   
    670       0.9326       0.0026       0.0354       0.0294        1094        0.0001       0.9696       0.0762       0.0728       0.0001        0:3:1   
    680       0.9221       0.0029       0.0419       0.0330        1218        0.0001       0.8204       0.0639       0.0723       0.0001       0:2:58   
    690       0.9171       0.0037       0.0519       0.0273        1277        0.0001       0.8601       0.0553       0.0604       0.0001       0:2:55   
    700       0.9105       0.0022       0.0555       0.0318        1380        0.0001       0.9854       0.0629       0.0600       0.0001        0:3:6   
    710       0.8972       0.0065       0.0567       0.0395        1701        0.0002       0.9161       0.1120       0.1089       0.0001        0:3:3   
    720       0.8894       0.0048       0.0666       0.0393        1775        0.0001       0.9355       0.1094       0.1047       0.0001       0:3:13   
