***********************************************
* GCTB 1.91                                   *
* Genome-wide Complex Trait Bayesian analysis *
* Author: Jian Zeng, Luke Lloyd-Jones         *
* MIT License                                 *
***********************************************

Analysis started: Tue Feb  5 09:17:44 2019

Options:

--sbayes R
--ldm ../../ldm/shrunk/chr22/1000G_eur_chr22.ldm.sparse
--pi 0.95,0.02,0.02,0.01
--gamma 0.0,0.01,0.1,1
--gwas-summary ../../ma/sim_14.ma
--out sim_14
--chain-length 10000
--burn-in 2000
--out-freq 10

Reading SNP info from [../../ldm/shrunk/chr22/1000G_eur_chr22.ldm.sparse.info].
15919 SNPs to be included from [../../ldm/shrunk/chr22/1000G_eur_chr22.ldm.sparse.info].
Reading GWAS summary data from [../../ma/sim_14.ma].
15919 matched SNPs in the GWAS summary data (in total 15938 SNPs).
15919 SNPs on 1 chromosomes are included.
Reading sparse LD matrix from [../../ldm/shrunk/chr22/1000G_eur_chr22.ldm.sparse.bin]...
Per-SNP window size mean 4796.67 sd 1.48613e+06.
LD matrix diagnal mean 1.00391 sd 0.0523117.
Read LD matrix for 15919 SNPs (time used: 0:0:3).

Data summary:
                                             mean       sd
            GWAS SNP Phenotypic variance    1.002    0.052
                    GWAS SNP sample size      378        0
                         GWAS SNP effect   -0.000    0.116
                             GWAS SNP SE    0.106    0.049
            MME left-hand-side diagonals  379.478   19.774
                     MME right-hand-side   -0.169   19.303
                    LD sampling variance    1.298    0.076
                                LD score   17.359   15.140

Approximate BayesR model fitted.
scale factor: 6.2818e-05
Fitting model assuming scaled genotypes 
MCMC launched ...
  Chain length: 10000 iterations
  Burn-in: 2000 iterations

   Iter         Pi1          Pi2          Pi3          Pi4        NnzSnp       SigmaSq      ResVar       GenVar         hsq       Rounding     TimeLeft  
    10        0.9480       0.0209       0.0183       0.0127         806        0.0002       1.0788       0.0314       0.0283       0.0000        0:0:0   
    20        0.9549       0.0158       0.0166       0.0127         746        0.0001       0.9462       0.0356       0.0362       0.0000       0:8:19   
    30        0.9546       0.0203       0.0156       0.0096         711        0.0001       1.0475       0.0283       0.0263       0.0000       0:5:32   
    40        0.9343       0.0272       0.0155       0.0230        1050        0.0001       0.9117       0.0502       0.0522       0.0000        0:4:9   
    50        0.9383       0.0236       0.0100       0.0282         939        0.0002       0.9605       0.0746       0.0721       0.0000       0:3:19   
    60        0.9350       0.0252       0.0065       0.0332        1009        0.0002       0.9090       0.0915       0.0914       0.0000       0:2:45   
    70        0.9331       0.0379       0.0053       0.0238        1055        0.0002       0.8196       0.0744       0.0832       0.0000       0:4:43   
    80        0.9354       0.0347       0.0057       0.0242        1039        0.0002       1.0279       0.0777       0.0703       0.0000        0:4:8   
    90        0.9334       0.0330       0.0068       0.0267        1002        0.0003       0.8724       0.1064       0.1087       0.0000       0:3:40   
    100       0.9440       0.0254       0.0075       0.0231         911        0.0003       0.9615       0.1101       0.1028       0.0000       0:3:18   
    110       0.9492       0.0249       0.0075       0.0184         845        0.0003       0.8609       0.0896       0.0943       0.0001       0:4:29   
    120       0.9392       0.0306       0.0140       0.0163         968        0.0003       0.9639       0.0930       0.0880       0.0001        0:4:7   
    130       0.9319       0.0439       0.0104       0.0137        1022        0.0003       0.8305       0.0680       0.0757       0.0001       0:3:47   
    140       0.9247       0.0485       0.0129       0.0139        1268        0.0003       0.8160       0.0675       0.0764       0.0001       0:3:31   
    150       0.9236       0.0530       0.0104       0.0130        1203        0.0002       0.9668       0.0426       0.0422       0.0001       0:3:17   
    160       0.8999       0.0653       0.0072       0.0276        1593        0.0002       0.9504       0.0873       0.0842       0.0001        0:3:4   
    170       0.9014       0.0613       0.0091       0.0283        1620        0.0002       1.0383       0.1040       0.0910       0.0001       0:3:51   
    180       0.9061       0.0543       0.0123       0.0272        1517        0.0002       1.0899       0.0828       0.0706       0.0001       0:3:38   
    190       0.9076       0.0567       0.0104       0.0253        1490        0.0002       0.8866       0.0795       0.0823       0.0001       0:3:26   
    200       0.9104       0.0551       0.0082       0.0263        1454        0.0002       1.0673       0.0994       0.0852       0.0001       0:3:16   
    210       0.9039       0.0659       0.0095       0.0206        1519        0.0002       0.9271       0.0639       0.0645       0.0001       0:3:53   
    220       0.9043       0.0643       0.0102       0.0212        1502        0.0002       0.8748       0.0630       0.0672       0.0001       0:3:42   
    230       0.9178       0.0585       0.0086       0.0151        1331        0.0002       0.9381       0.0546       0.0550       0.0001       0:3:32   
    240       0.9196       0.0652       0.0052       0.0100        1287        0.0002       1.0445       0.0337       0.0313       0.0001        0:4:4   
    250       0.9327       0.0581       0.0032       0.0060        1104        0.0002       0.9596       0.0199       0.0204       0.0001       0:3:54   
    260       0.9307       0.0650       0.0016       0.0026        1095        0.0002       0.9921       0.0073       0.0073       0.0001       0:3:44   
    270       0.9192       0.0760       0.0018       0.0031        1267        0.0002       0.9998       0.0060       0.0059       0.0001       0:3:36   
    280       0.9261       0.0708       0.0005       0.0027        1144        0.0002       1.0608       0.0103       0.0097       0.0001        0:4:3   
    290       0.9319       0.0676       0.0003       0.0002        1085        0.0003       0.9497       0.0035       0.0036       0.0001       0:3:54   
    300       0.9184       0.0791       0.0008       0.0017        1287        0.0003       0.9307       0.0101       0.0107       0.0001       0:3:46   
    310       0.8985       0.0980       0.0013       0.0023        1685        0.0002       0.9724       0.0125       0.0127       0.0001       0:3:38   
    320       0.8917       0.1046       0.0011       0.0026        1698        0.0002       0.9623       0.0118       0.0121       0.0001       0:3:31   
    330       0.9142       0.0826       0.0016       0.0017        1334        0.0003       0.7585       0.0129       0.0167       0.0001       0:3:54   
    340       0.9168       0.0810       0.0008       0.0014        1308        0.0003       1.0132       0.0069       0.0068       0.0001       0:3:47   
    350       0.9076       0.0903       0.0010       0.0012        1456        0.0002       0.9780       0.0076       0.0077       0.0001       0:3:40   
    360       0.9095       0.0881       0.0003       0.0021        1454        0.0002       0.9527       0.0189       0.0194       0.0001       0:3:34   
    370       0.9052       0.0940       0.0002       0.0006        1458        0.0002       1.0841       0.0069       0.0063       0.0001       0:3:28   
    380       0.9075       0.0903       0.0011       0.0011        1496        0.0002       0.9073       0.0092       0.0101       0.0001       0:3:47   
    390       0.9053       0.0896       0.0019       0.0032        1519        0.0003       0.9778       0.0236       0.0236       0.0001       0:3:41   
    400       0.9078       0.0857       0.0032       0.0032        1488        0.0002       1.0131       0.0155       0.0151       0.0001       0:3:36   
    410       0.8886       0.1064       0.0022       0.0029        1811        0.0003       0.8810       0.0236       0.0261       0.0001       0:3:30   
    420       0.8781       0.1167       0.0021       0.0031        1906        0.0002       1.0509       0.0141       0.0133       0.0001       0:3:48   
    430       0.8675       0.1249       0.0020       0.0056        2093        0.0002       0.9081       0.0189       0.0203       0.0001       0:3:42   
    440       0.8672       0.1292       0.0022       0.0014        2101        0.0002       1.0065       0.0070       0.0070       0.0001       0:3:37   
    450       0.8641       0.1343       0.0014       0.0002        2169        0.0002       1.0358       0.0053       0.0051       0.0001       0:3:53   
    460       0.8684       0.1293       0.0016       0.0007        2067        0.0002       1.0592       0.0049       0.0046       0.0001       0:3:48   
