***********************************************
* GCTB 1.91                                   *
* Genome-wide Complex Trait Bayesian analysis *
* Author: Jian Zeng, Luke Lloyd-Jones         *
* MIT License                                 *
***********************************************

Analysis started: Tue Feb  5 09:06:52 2019

Options:

--sbayes R
--ldm ../../ldm/shrunk/chr22/1000G_eur_chr22.ldm.sparse
--pi 0.95,0.02,0.02,0.01
--gamma 0.0,0.01,0.1,1
--gwas-summary ../../ma/sim_2.ma
--out sim_2
--chain-length 10000
--burn-in 2000
--out-freq 10

Reading SNP info from [../../ldm/shrunk/chr22/1000G_eur_chr22.ldm.sparse.info].
15919 SNPs to be included from [../../ldm/shrunk/chr22/1000G_eur_chr22.ldm.sparse.info].
Reading GWAS summary data from [../../ma/sim_2.ma].
15919 matched SNPs in the GWAS summary data (in total 15938 SNPs).
15919 SNPs on 1 chromosomes are included.
Reading sparse LD matrix from [../../ldm/shrunk/chr22/1000G_eur_chr22.ldm.sparse.bin]...
Per-SNP window size mean 4796.67 sd 1.48613e+06.
LD matrix diagnal mean 1.00391 sd 0.0523117.
Read LD matrix for 15919 SNPs (time used: 0:0:2).

Data summary:
                                             mean       sd
            GWAS SNP Phenotypic variance    1.002    0.052
                    GWAS SNP sample size      378        0
                         GWAS SNP effect   -0.000    0.119
                             GWAS SNP SE    0.106    0.049
            MME left-hand-side diagonals  379.478   19.774
                     MME right-hand-side    0.238   19.990
                    LD sampling variance    1.298    0.076
                                LD score   17.359   15.140

Approximate BayesR model fitted.
scale factor: 6.2818e-05
Fitting model assuming scaled genotypes 
MCMC launched ...
  Chain length: 10000 iterations
  Burn-in: 2000 iterations

   Iter         Pi1          Pi2          Pi3          Pi4        NnzSnp       SigmaSq      ResVar       GenVar         hsq       Rounding     TimeLeft  
    10        0.9576       0.0135       0.0198       0.0091         726        0.0001       1.0555       0.0226       0.0209       0.0000        0:0:0   
    20        0.9643       0.0129       0.0170       0.0058         558        0.0001       0.9932       0.0163       0.0162       0.0000        0:0:0   
    30        0.9690       0.0090       0.0139       0.0081         476        0.0001       0.9002       0.0151       0.0165       0.0000       0:5:32   
    40        0.9636       0.0059       0.0144       0.0161         573        0.0001       0.9696       0.0245       0.0247       0.0000        0:4:9   
    50        0.9698       0.0036       0.0084       0.0181         480        0.0001       1.0133       0.0221       0.0214       0.0000       0:3:19   
    60        0.9708       0.0027       0.0086       0.0179         462        0.0001       1.1209       0.0254       0.0222       0.0000       0:2:45   
    70        0.9682       0.0047       0.0152       0.0120         550        0.0001       0.9504       0.0290       0.0296       0.0000       0:2:21   
    80        0.9618       0.0088       0.0116       0.0179         599        0.0001       0.9114       0.0365       0.0385       0.0000        0:2:4   
    90        0.9661       0.0077       0.0125       0.0137         578        0.0001       0.9399       0.0272       0.0281       0.0000       0:1:50   
    100       0.9656       0.0050       0.0115       0.0179         560        0.0001       0.9447       0.0392       0.0399       0.0000       0:1:39   
    110       0.9632       0.0070       0.0149       0.0149         597        0.0001       0.8571       0.0195       0.0223       0.0000       0:2:59   
    120       0.9563       0.0119       0.0108       0.0210         704        0.0001       1.0367       0.0182       0.0172       0.0000       0:2:44   
    130       0.9668       0.0126       0.0098       0.0108         503        0.0000       0.9817       0.0060       0.0060       0.0000       0:2:31   
    140       0.9630       0.0108       0.0183       0.0079         554        0.0000       1.0618       0.0061       0.0057       0.0000       0:2:20   
    150       0.9582       0.0120       0.0180       0.0118         632        0.0001       1.0347       0.0129       0.0123       0.0000       0:2:11   
    160       0.9583       0.0106       0.0160       0.0151         673        0.0000       0.8917       0.0119       0.0132       0.0000        0:2:3   
    170       0.9553       0.0073       0.0185       0.0188         704        0.0001       0.9993       0.0224       0.0220       0.0000       0:1:55   
    180       0.9394       0.0126       0.0292       0.0189         983        0.0001       0.9032       0.0209       0.0226       0.0000       0:1:49   
    190       0.9433       0.0141       0.0299       0.0126         876        0.0001       1.0596       0.0169       0.0157       0.0000       0:1:43   
    200       0.9518       0.0117       0.0223       0.0142         792        0.0000       0.9120       0.0128       0.0138       0.0000       0:2:27   
    210       0.9597       0.0089       0.0138       0.0175         672        0.0000       1.1064       0.0103       0.0092       0.0000       0:2:19   
    220       0.9567       0.0090       0.0145       0.0198         672        0.0000       1.0329       0.0099       0.0095       0.0000       0:2:13   
    230       0.9729       0.0017       0.0123       0.0131         457        0.0000       0.9901       0.0097       0.0097       0.0000        0:2:7   
    240       0.9819       0.0027       0.0075       0.0079         305        0.0001       1.0276       0.0074       0.0072       0.0000        0:2:2   
    250       0.9800       0.0026       0.0080       0.0094         323        0.0001       0.9817       0.0090       0.0091       0.0000       0:1:57   
    260       0.9675       0.0074       0.0126       0.0125         521        0.0000       1.0399       0.0103       0.0098       0.0000       0:1:52   
    270       0.9565       0.0127       0.0109       0.0200         651        0.0000       1.0023       0.0110       0.0109       0.0000       0:1:48   
    280       0.9590       0.0100       0.0113       0.0197         675        0.0001       0.9845       0.0202       0.0201       0.0000       0:2:18   
    290       0.9534       0.0139       0.0138       0.0189         749        0.0001       0.9322       0.0314       0.0326       0.0000       0:2:13   
    300       0.9572       0.0164       0.0081       0.0183         688        0.0001       1.1196       0.0271       0.0236       0.0000        0:2:9   
    310       0.9598       0.0161       0.0049       0.0193         647        0.0001       0.9237       0.0368       0.0383       0.0000        0:2:5   
    320       0.9595       0.0153       0.0081       0.0171         652        0.0001       1.0379       0.0322       0.0301       0.0000        0:2:1   
    330       0.9741       0.0107       0.0046       0.0105         405        0.0001       1.0016       0.0314       0.0304       0.0000       0:1:57   
    340       0.9830       0.0047       0.0024       0.0099         291        0.0001       0.9576       0.0119       0.0122       0.0000       0:1:53   
    350       0.9854       0.0026       0.0043       0.0077         221        0.0001       0.9413       0.0083       0.0087       0.0000       0:1:50   
    360       0.9785       0.0040       0.0083       0.0092         351        0.0001       0.9728       0.0172       0.0174       0.0000       0:1:47   
    370       0.9836       0.0025       0.0063       0.0077         274        0.0001       1.0867       0.0108       0.0099       0.0000       0:1:44   
    380       0.9774       0.0020       0.0088       0.0117         346        0.0001       1.1153       0.0130       0.0115       0.0000        0:2:6   
    390       0.9756       0.0048       0.0055       0.0141         408        0.0000       0.9973       0.0128       0.0127       0.0000        0:2:3   
    400       0.9796       0.0033       0.0045       0.0126         321        0.0000       1.0707       0.0070       0.0065       0.0000        0:2:0   
    410       0.9792       0.0088       0.0076       0.0044         368        0.0000       0.9602       0.0028       0.0029       0.0000       0:1:56   
    420       0.9763       0.0100       0.0087       0.0051         370        0.0000       1.0822       0.0036       0.0034       0.0000       0:1:54   
    430       0.9698       0.0171       0.0088       0.0043         507        0.0000       1.0025       0.0027       0.0026       0.0000       0:1:51   
    440       0.9812       0.0134       0.0047       0.0007         274        0.0000       1.1541       0.0006       0.0005       0.0000       0:1:48   
    450       0.9689       0.0184       0.0124       0.0003         428        0.0000       0.9411       0.0012       0.0012       0.0000       0:1:46   
    460       0.9691       0.0188       0.0121       0.0000         525        0.0000       0.9610       0.0014       0.0015       0.0000       0:1:43   
