***********************************************
* GCTB 1.91                                   *
* Genome-wide Complex Trait Bayesian analysis *
* Author: Jian Zeng, Luke Lloyd-Jones         *
* MIT License                                 *
***********************************************

Analysis started: Mon Feb  4 16:33:23 2019

Options:

--sbayes R
--ldm ../../ldm/sparse/chr22/1000G_eur_chr22.ldm.sparse
--pi 0.95,0.02,0.02,0.01
--gamma 0.0,0.01,0.1,1
--gwas-summary ../../ma/sim_9.ma
--out sim_9
--chain-length 10000
--burn-in 2000
--out-freq 10

Reading SNP info from [../../ldm/sparse/chr22/1000G_eur_chr22.ldm.sparse.info].
15938 SNPs to be included from [../../ldm/sparse/chr22/1000G_eur_chr22.ldm.sparse.info].
Reading GWAS summary data from [../../ma/sim_9.ma].
15938 matched SNPs in the GWAS summary data (in total 15938 SNPs).
15938 SNPs on 1 chromosomes are included.
Reading sparse LD matrix from [../../ldm/sparse/chr22/1000G_eur_chr22.ldm.sparse.bin]...
Per-SNP window size mean 119.364 sd 5034.64.
LD matrix diagnal mean 1.0033 sd 0.052366.
Read LD matrix for 15938 SNPs (time used: 0:0:1).

Data summary:
                                             mean       sd
            GWAS SNP Phenotypic variance    1.002    0.052
                    GWAS SNP sample size      378        0
                         GWAS SNP effect    0.000    0.118
                             GWAS SNP SE    0.106    0.049
            MME left-hand-side diagonals  379.247   19.794
                     MME right-hand-side    0.289   19.455
                    LD sampling variance    1.004    0.002
                                LD score   18.234   15.565

Approximate BayesR model fitted.
scale factor: 6.27431e-05
Fitting model assuming scaled genotypes 
MCMC launched ...
  Chain length: 10000 iterations
  Burn-in: 2000 iterations

   Iter         Pi1          Pi2          Pi3          Pi4        NnzSnp       SigmaSq      ResVar       GenVar         hsq       Rounding     TimeLeft  
    10        0.9581       0.0166       0.0153       0.0100         680        0.0002       0.9545       0.0286       0.0291       0.0000        0:0:0   
    20        0.9606       0.0116       0.0186       0.0092         607        0.0001       1.0615       0.0197       0.0182       0.0000        0:0:0   
    30        0.9539       0.0162       0.0180       0.0119         716        0.0001       0.8602       0.0266       0.0300       0.0000        0:0:0   
    40        0.9420       0.0163       0.0236       0.0181         938        0.0001       1.1257       0.0382       0.0328       0.0000        0:0:0   
    50        0.9489       0.0165       0.0142       0.0204         801        0.0001       1.0371       0.0490       0.0451       0.0000        0:0:0   
    60        0.9558       0.0189       0.0089       0.0164         725        0.0002       1.2262       0.0432       0.0340       0.0000        0:0:0   
    70        0.9634       0.0162       0.0110       0.0094         600        0.0002       0.9024       0.0358       0.0382       0.0000        0:0:0   
    80        0.9565       0.0213       0.0133       0.0089         692        0.0001       0.9438       0.0200       0.0208       0.0000        0:0:0   
    90        0.9591       0.0190       0.0147       0.0073         666        0.0002       0.9512       0.0202       0.0208       0.0000        0:0:0   
    100       0.9644       0.0127       0.0141       0.0087         541        0.0001       1.0807       0.0203       0.0184       0.0000        0:0:0   
    110       0.9621       0.0202       0.0113       0.0065         600        0.0001       1.0137       0.0221       0.0213       0.0000        0:0:0   
    120       0.9624       0.0255       0.0091       0.0030         616        0.0001       1.0408       0.0115       0.0109       0.0000        0:0:0   
    130       0.9757       0.0153       0.0062       0.0028         358        0.0001       1.0286       0.0049       0.0048       0.0000        0:0:0   
    140       0.9704       0.0195       0.0075       0.0026         471        0.0001       1.0344       0.0043       0.0042       0.0000        0:0:0   
    150       0.9713       0.0173       0.0092       0.0022         458        0.0000       1.0118       0.0029       0.0029       0.0000        0:0:0   
    160       0.9638       0.0216       0.0136       0.0009         604        0.0000       1.0597       0.0014       0.0013       0.0000        0:0:0   
    170       0.9539       0.0268       0.0132       0.0061         714        0.0000       0.9343       0.0028       0.0030       0.0000        0:0:0   
    180       0.9464       0.0371       0.0109       0.0056         856        0.0000       1.0542       0.0030       0.0028       0.0000        0:0:0   
    190       0.9432       0.0398       0.0095       0.0074         962        0.0000       1.0730       0.0026       0.0024       0.0000       0:0:51   
    200       0.9557       0.0301       0.0080       0.0063         714        0.0000       0.9723       0.0019       0.0020       0.0000       0:0:49   
    210       0.9722       0.0131       0.0082       0.0064         460        0.0000       0.9778       0.0020       0.0020       0.0000       0:0:46   
    220       0.9690       0.0178       0.0102       0.0030         518        0.0000       0.8793       0.0016       0.0019       0.0000       0:0:44   
    230       0.9705       0.0178       0.0060       0.0057         485        0.0000       0.9823       0.0022       0.0023       0.0000       0:0:42   
    240       0.9698       0.0195       0.0049       0.0059         497        0.0000       0.9042       0.0033       0.0036       0.0000       0:0:40   
    250       0.9714       0.0217       0.0006       0.0063         453        0.0000       1.1483       0.0044       0.0038       0.0000       0:0:39   
    260       0.9653       0.0280       0.0001       0.0066         534        0.0000       0.9819       0.0052       0.0053       0.0000       0:0:37   
    270       0.9621       0.0290       0.0014       0.0074         584        0.0000       0.9060       0.0045       0.0049       0.0000       0:0:36   
    280       0.9623       0.0295       0.0012       0.0070         583        0.0001       0.9799       0.0072       0.0073       0.0000       0:0:34   
    290       0.9509       0.0413       0.0045       0.0032         737        0.0000       1.0104       0.0026       0.0025       0.0000       0:0:33   
    300       0.9422       0.0470       0.0063       0.0045         904        0.0000       0.9842       0.0022       0.0022       0.0000       0:0:32   
    310       0.9325       0.0587       0.0041       0.0047        1089        0.0000       1.0077       0.0035       0.0035       0.0000       0:0:31   
    320       0.9268       0.0597       0.0067       0.0069        1160        0.0000       0.9507       0.0057       0.0059       0.0000       0:0:30   
    330       0.9348       0.0573       0.0039       0.0041        1088        0.0001       0.8985       0.0041       0.0045       0.0000       0:0:29   
    340       0.9346       0.0576       0.0057       0.0022        1059        0.0000       0.8818       0.0017       0.0020       0.0000       0:0:28   
    350       0.9256       0.0679       0.0035       0.0031        1121        0.0001       1.0178       0.0040       0.0039       0.0000       0:0:27   
    360       0.9325       0.0592       0.0066       0.0017        1098        0.0001       0.9515       0.0037       0.0039       0.0000       0:0:26   
    370       0.9192       0.0751       0.0051       0.0007        1230        0.0001       0.9292       0.0014       0.0015       0.0000       0:0:52   
    380       0.9099       0.0782       0.0110       0.0009        1384        0.0001       0.8764       0.0019       0.0022       0.0000       0:0:50   
    390       0.8878       0.1038       0.0080       0.0004        1760        0.0001       1.0056       0.0020       0.0020       0.0000       0:0:49   
    400       0.8989       0.0910       0.0093       0.0008        1639        0.0001       1.0269       0.0030       0.0029       0.0000       0:0:48   
    410       0.8811       0.1104       0.0073       0.0011        1917        0.0001       1.0005       0.0038       0.0037       0.0000       0:0:46   
    420       0.8750       0.1168       0.0079       0.0004        2005        0.0001       0.9190       0.0032       0.0034       0.0000       0:0:45   
    430       0.8775       0.1138       0.0083       0.0004        1893        0.0001       1.0342       0.0032       0.0031       0.0000       0:0:44   
    440       0.8737       0.1241       0.0021       0.0001        2035        0.0001       0.9078       0.0021       0.0023       0.0000       0:0:43   
    450       0.8763       0.1206       0.0029       0.0002        1939        0.0001       1.0380       0.0023       0.0022       0.0000       0:0:42   
    460       0.8859       0.1104       0.0032       0.0004        1863        0.0001       0.9615       0.0020       0.0021       0.0000       0:0:41   
    470       0.8734       0.1205       0.0056       0.0005        1945        0.0001       0.9569       0.0038       0.0040       0.0000       0:0:40   
    480       0.8707       0.1253       0.0037       0.0002        2078        0.0001       1.0041       0.0025       0.0025       0.0000       0:0:39   
    490       0.8594       0.1329       0.0066       0.0010        2265        0.0001       0.9610       0.0047       0.0048       0.0000       0:0:38   
