***********************************************
* GCTB 1.91                                   *
* Genome-wide Complex Trait Bayesian analysis *
* Author: Jian Zeng, Luke Lloyd-Jones         *
* MIT License                                 *
***********************************************

Analysis started: Mon Feb  4 16:33:20 2019

Options:

--sbayes R
--ldm ../../ldm/sparse/chr22/1000G_eur_chr22.ldm.sparse
--pi 0.95,0.02,0.02,0.01
--gamma 0.0,0.01,0.1,1
--gwas-summary ../../ma/sim_7.ma
--out sim_7
--chain-length 10000
--burn-in 2000
--out-freq 10

Reading SNP info from [../../ldm/sparse/chr22/1000G_eur_chr22.ldm.sparse.info].
15938 SNPs to be included from [../../ldm/sparse/chr22/1000G_eur_chr22.ldm.sparse.info].
Reading GWAS summary data from [../../ma/sim_7.ma].
15938 matched SNPs in the GWAS summary data (in total 15938 SNPs).
15938 SNPs on 1 chromosomes are included.
Reading sparse LD matrix from [../../ldm/sparse/chr22/1000G_eur_chr22.ldm.sparse.bin]...
Per-SNP window size mean 119.364 sd 5034.64.
LD matrix diagnal mean 1.0033 sd 0.052366.
Read LD matrix for 15938 SNPs (time used: 0:0:0).

Data summary:
                                             mean       sd
            GWAS SNP Phenotypic variance    1.002    0.052
                    GWAS SNP sample size      378        0
                         GWAS SNP effect   -0.000    0.118
                             GWAS SNP SE    0.106    0.049
            MME left-hand-side diagonals  379.247   19.794
                     MME right-hand-side   -0.225   20.152
                    LD sampling variance    1.004    0.002
                                LD score   18.234   15.565

Approximate BayesR model fitted.
scale factor: 6.27431e-05
Fitting model assuming scaled genotypes 
MCMC launched ...
  Chain length: 10000 iterations
  Burn-in: 2000 iterations

   Iter         Pi1          Pi2          Pi3          Pi4        NnzSnp       SigmaSq      ResVar       GenVar         hsq       Rounding     TimeLeft  
    10        0.9508       0.0183       0.0158       0.0151         786        0.0002       0.9627       0.0448       0.0445       0.0000        0:0:0   
    20        0.9595       0.0084       0.0195       0.0125         650        0.0001       1.1187       0.0244       0.0213       0.0000        0:0:0   
    30        0.9560       0.0086       0.0231       0.0124         682        0.0001       0.9225       0.0265       0.0279       0.0000        0:0:0   
    40        0.9579       0.0150       0.0145       0.0126         678        0.0001       0.9786       0.0290       0.0288       0.0000        0:0:0   
    50        0.9597       0.0099       0.0184       0.0120         658        0.0001       0.9298       0.0275       0.0288       0.0000        0:0:0   
    60        0.9605       0.0082       0.0191       0.0123         650        0.0002       0.9847       0.0465       0.0451       0.0000        0:0:0   
    70        0.9578       0.0107       0.0233       0.0081         697        0.0002       0.9783       0.0368       0.0362       0.0000        0:0:0   
    80        0.9540       0.0157       0.0202       0.0100         755        0.0002       1.0098       0.0405       0.0386       0.0000        0:0:0   
    90        0.9512       0.0144       0.0215       0.0129         797        0.0002       0.9243       0.0380       0.0395       0.0000        0:0:0   
    100       0.9550       0.0116       0.0182       0.0152         736        0.0001       1.0400       0.0412       0.0381       0.0000       0:1:39   
    110       0.9595       0.0095       0.0193       0.0118         638        0.0001       0.9849       0.0253       0.0251       0.0000       0:1:29   
    120       0.9559       0.0109       0.0182       0.0150         677        0.0002       0.9524       0.0353       0.0358       0.0000       0:1:22   
    130       0.9563       0.0160       0.0155       0.0123         748        0.0001       1.0855       0.0201       0.0182       0.0000       0:1:15   
    140       0.9570       0.0114       0.0175       0.0141         675        0.0001       1.0566       0.0125       0.0117       0.0000       0:1:10   
    150       0.9627       0.0118       0.0139       0.0117         597        0.0000       1.1816       0.0084       0.0071       0.0000        0:1:5   
    160       0.9543       0.0111       0.0211       0.0135         732        0.0001       0.9944       0.0156       0.0154       0.0000        0:1:1   
    170       0.9463       0.0099       0.0238       0.0200         851        0.0001       1.0189       0.0187       0.0180       0.0000       0:0:57   
    180       0.9504       0.0084       0.0269       0.0143         860        0.0000       0.9667       0.0119       0.0122       0.0000       0:0:54   
    190       0.9496       0.0091       0.0260       0.0153         784        0.0000       0.9778       0.0106       0.0108       0.0000       0:0:51   
    200       0.9487       0.0107       0.0273       0.0133         824        0.0001       0.8925       0.0124       0.0137       0.0000       0:0:49   
    210       0.9482       0.0153       0.0248       0.0116         797        0.0001       0.9800       0.0143       0.0144       0.0000       0:0:46   
    220       0.9538       0.0069       0.0302       0.0091         750        0.0001       1.0123       0.0138       0.0135       0.0000       0:0:44   
    230       0.9625       0.0061       0.0216       0.0097         602        0.0001       0.9450       0.0149       0.0155       0.0000       0:0:42   
    240       0.9630       0.0067       0.0242       0.0061         559        0.0001       1.0972       0.0148       0.0133       0.0000       0:0:40   
    250       0.9700       0.0072       0.0159       0.0069         482        0.0001       0.9138       0.0161       0.0173       0.0000       0:0:39   
    260       0.9606       0.0092       0.0216       0.0086         632        0.0001       0.9305       0.0192       0.0202       0.0000       0:0:37   
    270       0.9534       0.0103       0.0267       0.0096         759        0.0001       1.0144       0.0169       0.0164       0.0000       0:0:36   
    280       0.9652       0.0030       0.0220       0.0099         573        0.0001       0.9922       0.0225       0.0221       0.0000       0:0:34   
    290       0.9642       0.0062       0.0157       0.0139         563        0.0001       0.9078       0.0337       0.0358       0.0000       0:0:33   
    300       0.9613       0.0069       0.0130       0.0188         609        0.0001       0.8673       0.0304       0.0339       0.0000       0:0:32   
    310       0.9522       0.0082       0.0189       0.0207         750        0.0001       0.9267       0.0395       0.0409       0.0000       0:0:31   
    320       0.9561       0.0057       0.0150       0.0232         752        0.0001       0.9264       0.0409       0.0423       0.0000        0:1:0   
    330       0.9709       0.0010       0.0117       0.0164         448        0.0001       0.8826       0.0176       0.0195       0.0000       0:0:58   
    340       0.9760       0.0021       0.0074       0.0146         368        0.0000       0.9519       0.0106       0.0110       0.0000       0:0:56   
    350       0.9810       0.0012       0.0042       0.0136         309        0.0001       0.8774       0.0129       0.0145       0.0000       0:0:55   
    360       0.9828       0.0024       0.0061       0.0088         272        0.0001       0.9220       0.0094       0.0101       0.0000       0:0:53   
    370       0.9794       0.0019       0.0099       0.0088         303        0.0001       0.9879       0.0167       0.0166       0.0000       0:0:52   
    380       0.9816       0.0002       0.0054       0.0128         277        0.0002       0.8943       0.0329       0.0355       0.0000       0:0:50   
    390       0.9784       0.0003       0.0062       0.0152         359        0.0002       1.0178       0.0600       0.0557       0.0000       0:0:49   
    400       0.9808       0.0014       0.0050       0.0128         304        0.0003       0.8908       0.0700       0.0729       0.0000       0:0:48   
    410       0.9800       0.0020       0.0077       0.0103         311        0.0004       0.9493       0.0712       0.0698       0.0000       0:0:46   
    420       0.9832       0.0020       0.0029       0.0119         245        0.0003       0.8943       0.0514       0.0543       0.0000       0:0:45   
    430       0.9767       0.0084       0.0051       0.0098         364        0.0003       0.9370       0.0400       0.0409       0.0000       0:0:44   
    440       0.9841       0.0062       0.0044       0.0054         258        0.0002       1.0221       0.0166       0.0159       0.0000       0:0:43   
    450       0.9803       0.0116       0.0023       0.0057         320        0.0003       0.9698       0.0323       0.0323       0.0000       0:0:42   
    460       0.9827       0.0095       0.0027       0.0050         273        0.0002       0.9749       0.0135       0.0137       0.0000       0:0:41   
    470       0.9787       0.0073       0.0070       0.0070         330        0.0003       0.9646       0.0382       0.0381       0.0000       0:0:40   
    480       0.9729       0.0085       0.0116       0.0070         420        0.0002       0.8847       0.0257       0.0282       0.0000       0:0:39   
    490       0.9750       0.0063       0.0116       0.0071         400        0.0002       0.9836       0.0216       0.0215       0.0000       0:0:38   
    500       0.9752       0.0030       0.0134       0.0084         367        0.0002       0.8661       0.0260       0.0291       0.0000       0:0:38   
    510       0.9755       0.0036       0.0144       0.0064         382        0.0002       1.0360       0.0224       0.0211       0.0000       0:0:37   
    520       0.9698       0.0032       0.0238       0.0032         465        0.0002       0.9145       0.0174       0.0187       0.0000       0:0:36   
    530       0.9721       0.0091       0.0144       0.0044         422        0.0003       0.9923       0.0191       0.0189       0.0000       0:0:35   
    540       0.9718       0.0108       0.0143       0.0031         435        0.0003       0.9744       0.0147       0.0149       0.0000       0:0:35   
    550       0.9751       0.0093       0.0129       0.0027         382        0.0003       0.8395       0.0140       0.0164       0.0000       0:0:34   
    560       0.9789       0.0098       0.0111       0.0001         341        0.0001       0.9594       0.0030       0.0031       0.0000       0:0:33   
    570       0.9813       0.0105       0.0072       0.0010         296        0.0001       0.9233       0.0025       0.0027       0.0000       0:0:49   
    580       0.9682       0.0183       0.0132       0.0003         503        0.0002       0.9253       0.0049       0.0052       0.0000       0:0:48   
    590       0.9713       0.0145       0.0141       0.0000         509        0.0001       0.8763       0.0045       0.0051       0.0000       0:0:47   
    600       0.9704       0.0114       0.0173       0.0009         483        0.0002       0.9548       0.0101       0.0105       0.0000       0:0:47   
    610       0.9632       0.0162       0.0185       0.0022         597        0.0003       1.1353       0.0115       0.0100       0.0000       0:0:46   
    620       0.9602       0.0149       0.0215       0.0034         614        0.0003       0.9899       0.0227       0.0225       0.0000       0:0:45   
    630       0.9568       0.0153       0.0246       0.0033         698        0.0003       0.9876       0.0313       0.0307       0.0000       0:0:44   
    640       0.9613       0.0151       0.0199       0.0037         630        0.0003       0.8611       0.0239       0.0270       0.0000       0:0:43   
    650       0.9660       0.0171       0.0134       0.0035         577        0.0002       0.9350       0.0176       0.0185       0.0000       0:0:43   
    660       0.9680       0.0155       0.0121       0.0044         533        0.0003       1.1279       0.0218       0.0190       0.0000       0:0:42   
    670       0.9721       0.0161       0.0066       0.0052         443        0.0002       0.9620       0.0246       0.0249       0.0000       0:0:41   
    680       0.9661       0.0144       0.0125       0.0071         476        0.0003       0.9800       0.0368       0.0362       0.0000       0:0:41   
    690       0.9614       0.0181       0.0130       0.0075         605        0.0005       0.8414       0.0766       0.0835       0.0000       0:0:40   
    700       0.9639       0.0200       0.0105       0.0055         600        0.0003       0.9417       0.0373       0.0381       0.0000       0:0:39   
    710       0.9588       0.0264       0.0079       0.0070         663        0.0005       0.9479       0.0801       0.0779       0.0000       0:0:39   
    720       0.9607       0.0285       0.0051       0.0057         621        0.0004       0.8604       0.0460       0.0508       0.0000       0:0:38   
    730       0.9526       0.0351       0.0059       0.0064         758        0.0003       0.9651       0.0395       0.0393       0.0000       0:0:38   
    740       0.9399       0.0432       0.0075       0.0094         961        0.0003       0.9339       0.0388       0.0399       0.0000       0:0:37   
    750       0.9302       0.0511       0.0080       0.0107        1105        0.0003       0.8749       0.0470       0.0509       0.0000       0:0:37   
    760       0.9348       0.0437       0.0075       0.0140        1068        0.0004       0.8480       0.1127       0.1173       0.0000       0:0:36   
    770       0.9392       0.0408       0.0039       0.0161         977        0.0004       0.7426       0.1019       0.1206       0.0000       0:0:35   
    780       0.9323       0.0494       0.0041       0.0142        1097        0.0004       0.6789       0.1257       0.1562       0.0000       0:0:35   
    790       0.9338       0.0477       0.0035       0.0149        1074        0.0004       0.9554       0.0897       0.0858       0.0000       0:0:34   
    800       0.9339       0.0431       0.0059       0.0171        1068        0.0004       0.8956       0.1179       0.1164       0.0000       0:0:46   
    810       0.9284       0.0456       0.0119       0.0141        1143        0.0003       0.9388       0.0885       0.0861       0.0000       0:0:45   
    820       0.9206       0.0487       0.0108       0.0199        1253        0.0003       0.8593       0.1138       0.1169       0.0000       0:0:44   
    830       0.9085       0.0581       0.0147       0.0186        1488        0.0003       0.9496       0.0818       0.0793       0.0000       0:0:44   
    840       0.9089       0.0487       0.0246       0.0179        1401        0.0003       0.8239       0.0796       0.0881       0.0000       0:0:43   
    850       0.9153       0.0440       0.0277       0.0131        1333        0.0003       0.8444       0.0695       0.0761       0.0000       0:0:43   
    860       0.9067       0.0457       0.0381       0.0095        1493        0.0002       1.0778       0.0485       0.0431       0.0000       0:0:42   
    870       0.9289       0.0402       0.0207       0.0102        1170        0.0002       0.9206       0.0461       0.0477       0.0000       0:0:41   
    880       0.9298       0.0362       0.0217       0.0122        1130        0.0003       0.9004       0.0670       0.0692       0.0000       0:0:41   
    890       0.9233       0.0415       0.0284       0.0069        1274        0.0003       0.9232       0.0547       0.0560       0.0000       0:0:40   
    900       0.9241       0.0460       0.0241       0.0058        1227        0.0003       0.9193       0.0372       0.0389       0.0000       0:0:40   
