***********************************************
* GCTB 1.91                                   *
* Genome-wide Complex Trait Bayesian analysis *
* Author: Jian Zeng, Luke Lloyd-Jones         *
* MIT License                                 *
***********************************************

Analysis started: Mon Feb  4 16:36:54 2019

Options:

--sbayes R
--ldm ../../ldm/sparse/chr22/1000G_eur_chr22.ldm.sparse
--pi 0.95,0.02,0.02,0.01
--gamma 0.0,0.01,0.1,1
--gwas-summary ../../ma/sim_12.ma
--out sim_12
--chain-length 10000
--burn-in 2000
--out-freq 10

Reading SNP info from [../../ldm/sparse/chr22/1000G_eur_chr22.ldm.sparse.info].
15938 SNPs to be included from [../../ldm/sparse/chr22/1000G_eur_chr22.ldm.sparse.info].
Reading GWAS summary data from [../../ma/sim_12.ma].
15938 matched SNPs in the GWAS summary data (in total 15938 SNPs).
15938 SNPs on 1 chromosomes are included.
Reading sparse LD matrix from [../../ldm/sparse/chr22/1000G_eur_chr22.ldm.sparse.bin]...
Per-SNP window size mean 119.364 sd 5034.64.
LD matrix diagnal mean 1.0033 sd 0.052366.
Read LD matrix for 15938 SNPs (time used: 0:0:0).

Data summary:
                                             mean       sd
            GWAS SNP Phenotypic variance    1.002    0.052
                    GWAS SNP sample size      378        0
                         GWAS SNP effect    0.000    0.117
                             GWAS SNP SE    0.106    0.049
            MME left-hand-side diagonals  379.247   19.794
                     MME right-hand-side    0.135   19.972
                    LD sampling variance    1.004    0.002
                                LD score   18.234   15.565

Approximate BayesR model fitted.
scale factor: 6.27431e-05
Fitting model assuming scaled genotypes 
MCMC launched ...
  Chain length: 10000 iterations
  Burn-in: 2000 iterations

   Iter         Pi1          Pi2          Pi3          Pi4        NnzSnp       SigmaSq      ResVar       GenVar         hsq       Rounding     TimeLeft  
    10        0.9512       0.0151       0.0184       0.0153         748        0.0001       0.8887       0.0379       0.0409       0.0000        0:0:0   
    20        0.9629       0.0091       0.0135       0.0145         605        0.0001       1.1076       0.0325       0.0285       0.0000        0:0:0   
    30        0.9681       0.0075       0.0118       0.0127         528        0.0001       0.9866       0.0213       0.0211       0.0000        0:0:0   
    40        0.9651       0.0063       0.0100       0.0186         575        0.0001       0.8622       0.0376       0.0418       0.0000        0:0:0   
    50        0.9676       0.0018       0.0082       0.0224         492        0.0001       1.0037       0.0176       0.0172       0.0000        0:0:0   
    60        0.9645       0.0009       0.0110       0.0235         557        0.0001       1.1601       0.0291       0.0245       0.0000        0:0:0   
    70        0.9632       0.0012       0.0085       0.0271         567        0.0001       0.9359       0.0495       0.0502       0.0000        0:0:0   
    80        0.9633       0.0017       0.0072       0.0278         607        0.0001       1.0174       0.0622       0.0577       0.0000        0:0:0   
    90        0.9659       0.0008       0.0062       0.0270         559        0.0001       0.9019       0.0482       0.0508       0.0000        0:0:0   
    100       0.9675       0.0006       0.0084       0.0235         545        0.0001       1.0275       0.0389       0.0365       0.0000       0:1:39   
    110       0.9600       0.0007       0.0125       0.0269         607        0.0001       0.9237       0.0285       0.0300       0.0000       0:1:29   
    120       0.9541       0.0009       0.0160       0.0290         751        0.0001       0.9769       0.0544       0.0527       0.0000       0:1:22   
    130       0.9617       0.0005       0.0143       0.0236         607        0.0001       0.9428       0.0352       0.0360       0.0000       0:1:15   
    140       0.9657       0.0015       0.0134       0.0194         577        0.0001       1.0811       0.0266       0.0241       0.0000       0:1:10   
    150       0.9572       0.0009       0.0183       0.0236         671        0.0001       1.0039       0.0239       0.0233       0.0000        0:1:5   
