***********************************************
* GCTB 1.91                                   *
* Genome-wide Complex Trait Bayesian analysis *
* Author: Jian Zeng, Luke Lloyd-Jones         *
* MIT License                                 *
***********************************************

Analysis started: Mon Feb  4 16:32:09 2019

Options:

--sbayes R
--ldm ../../ldm/sparse/chr22/1000G_eur_chr22.ldm.sparse
--pi 0.95,0.02,0.02,0.01
--gamma 0.0,0.01,0.1,1
--gwas-summary ../../ma/sim_5.ma
--out sim_5
--chain-length 10000
--burn-in 2000
--out-freq 10

Reading SNP info from [../../ldm/sparse/chr22/1000G_eur_chr22.ldm.sparse.info].
15938 SNPs to be included from [../../ldm/sparse/chr22/1000G_eur_chr22.ldm.sparse.info].
Reading GWAS summary data from [../../ma/sim_5.ma].
15938 matched SNPs in the GWAS summary data (in total 15938 SNPs).
15938 SNPs on 1 chromosomes are included.
Reading sparse LD matrix from [../../ldm/sparse/chr22/1000G_eur_chr22.ldm.sparse.bin]...
Per-SNP window size mean 119.364 sd 5034.64.
LD matrix diagnal mean 1.0033 sd 0.052366.
Read LD matrix for 15938 SNPs (time used: 0:0:0).

Data summary:
                                             mean       sd
            GWAS SNP Phenotypic variance    1.002    0.052
                    GWAS SNP sample size      378        0
                         GWAS SNP effect    0.000    0.119
                             GWAS SNP SE    0.106    0.049
            MME left-hand-side diagonals  379.247   19.794
                     MME right-hand-side   -0.186   20.466
                    LD sampling variance    1.004    0.002
                                LD score   18.234   15.565

Approximate BayesR model fitted.
scale factor: 6.27431e-05
Fitting model assuming scaled genotypes 
MCMC launched ...
  Chain length: 10000 iterations
  Burn-in: 2000 iterations

   Iter         Pi1          Pi2          Pi3          Pi4        NnzSnp       SigmaSq      ResVar       GenVar         hsq       Rounding     TimeLeft  
    10        0.9563       0.0135       0.0200       0.0102         682        0.0001       1.0240       0.0262       0.0250       0.0000        0:0:0   
    20        0.9676       0.0069       0.0169       0.0086         491        0.0001       1.0986       0.0141       0.0126       0.0000        0:0:0   
    30        0.9711       0.0105       0.0099       0.0085         444        0.0001       0.9108       0.0126       0.0136       0.0000        0:0:0   
    40        0.9686       0.0052       0.0130       0.0132         507        0.0001       0.9491       0.0144       0.0150       0.0000        0:0:0   
    50        0.9737       0.0028       0.0083       0.0153         457        0.0000       1.0504       0.0150       0.0141       0.0000        0:0:0   
    60        0.9775       0.0017       0.0096       0.0112         372        0.0001       1.0305       0.0142       0.0136       0.0000        0:0:0   
    70        0.9715       0.0039       0.0180       0.0066         455        0.0001       0.8887       0.0092       0.0102       0.0000        0:0:0   
    80        0.9728       0.0026       0.0183       0.0063         435        0.0001       1.0225       0.0150       0.0145       0.0000        0:2:4   
    90        0.9698       0.0004       0.0212       0.0086         511        0.0002       0.9042       0.0419       0.0443       0.0000       0:1:50   
    100       0.9694       0.0004       0.0212       0.0089         491        0.0003       0.9810       0.0529       0.0511       0.0000       0:1:39   
    110       0.9715       0.0002       0.0209       0.0074         462        0.0002       0.8328       0.0372       0.0427       0.0000       0:1:29   
    120       0.9684       0.0001       0.0230       0.0085         504        0.0001       0.9944       0.0238       0.0234       0.0000       0:1:22   
    130       0.9753       0.0007       0.0201       0.0038         400        0.0001       0.9513       0.0103       0.0107       0.0000       0:1:15   
    140       0.9749       0.0002       0.0167       0.0083         378        0.0001       0.8438       0.0104       0.0122       0.0000       0:1:10   
    150       0.9751       0.0007       0.0126       0.0116         401        0.0001       1.0139       0.0212       0.0204       0.0000        0:1:5   
    160       0.9676       0.0015       0.0156       0.0153         530        0.0001       0.9805       0.0203       0.0203       0.0000        0:1:1   
    170       0.9658       0.0022       0.0167       0.0153         516        0.0001       0.9525       0.0243       0.0249       0.0000       0:0:57   
    180       0.9618       0.0037       0.0201       0.0144         611        0.0001       0.9061       0.0303       0.0324       0.0000       0:0:54   
    190       0.9561       0.0029       0.0248       0.0162         736        0.0001       0.9304       0.0255       0.0267       0.0000       0:0:51   
    200       0.9561       0.0004       0.0202       0.0233         683        0.0001       0.9263       0.0248       0.0261       0.0000       0:0:49   
    210       0.9589       0.0032       0.0172       0.0207         633        0.0001       0.8973       0.0258       0.0279       0.0000       0:0:46   
    220       0.9653       0.0024       0.0162       0.0161         567        0.0001       0.9014       0.0226       0.0245       0.0000       0:0:44   
    230       0.9740       0.0014       0.0119       0.0126         416        0.0001       0.9774       0.0198       0.0199       0.0000       0:0:42   
    240       0.9742       0.0027       0.0117       0.0114         420        0.0001       0.9781       0.0195       0.0196       0.0000       0:0:40   
    250       0.9809       0.0023       0.0088       0.0081         311        0.0001       0.9315       0.0087       0.0092       0.0000       0:0:39   
    260       0.9760       0.0031       0.0116       0.0094         364        0.0001       0.8939       0.0097       0.0107       0.0000       0:0:37   
    270       0.9697       0.0031       0.0125       0.0147         456        0.0000       0.7786       0.0107       0.0135       0.0000       0:0:36   
    280       0.9679       0.0024       0.0161       0.0137         499        0.0000       1.0060       0.0103       0.0101       0.0000       0:0:34   
    290       0.9674       0.0058       0.0163       0.0105         528        0.0000       1.0268       0.0086       0.0083       0.0000       0:0:33   
    300       0.9720       0.0048       0.0144       0.0089         462        0.0000       0.9608       0.0075       0.0077       0.0000       0:0:32   
    310       0.9679       0.0038       0.0183       0.0100         506        0.0000       0.9792       0.0088       0.0089       0.0000        0:1:2   
    320       0.9657       0.0038       0.0197       0.0108         538        0.0001       0.9686       0.0098       0.0100       0.0000        0:1:0   
    330       0.9708       0.0068       0.0127       0.0097         440        0.0001       0.8843       0.0088       0.0098       0.0000       0:0:58   
    340       0.9660       0.0105       0.0112       0.0123         523        0.0001       1.0074       0.0166       0.0162       0.0000       0:0:56   
    350       0.9698       0.0128       0.0073       0.0101         495        0.0001       1.0340       0.0198       0.0187       0.0000       0:0:55   
    360       0.9578       0.0224       0.0062       0.0136         657        0.0001       1.0553       0.0240       0.0222       0.0000       0:0:53   
    370       0.9608       0.0271       0.0036       0.0085         665        0.0001       1.0039       0.0182       0.0178       0.0000       0:0:52   
    380       0.9582       0.0241       0.0020       0.0157         651        0.0001       0.9663       0.0196       0.0199       0.0000       0:0:50   
    390       0.9655       0.0189       0.0014       0.0141         504        0.0001       0.8562       0.0193       0.0221       0.0000       0:0:49   
    400       0.9661       0.0192       0.0014       0.0132         594        0.0001       1.0176       0.0209       0.0202       0.0000       0:0:48   
    410       0.9633       0.0217       0.0025       0.0125         581        0.0001       0.9514       0.0143       0.0148       0.0000       0:0:46   
    420       0.9642       0.0222       0.0019       0.0117         560        0.0001       0.8462       0.0146       0.0169       0.0000       0:0:45   
    430       0.9723       0.0187       0.0025       0.0065         464        0.0001       0.9322       0.0083       0.0088       0.0000       0:0:44   
    440       0.9801       0.0167       0.0020       0.0012         289        0.0001       1.0197       0.0018       0.0018       0.0000       0:0:43   
    450       0.9804       0.0177       0.0014       0.0005         334        0.0001       1.0543       0.0006       0.0005       0.0000       0:0:42   
    460       0.9820       0.0168       0.0012       0.0000         312        0.0000       0.9930       0.0002       0.0002       0.0000       0:0:41   
