***********************************************
* GCTB 1.91                                   *
* Genome-wide Complex Trait Bayesian analysis *
* Author: Jian Zeng, Luke Lloyd-Jones         *
* MIT License                                 *
***********************************************

Analysis started: Mon Feb  4 16:29:26 2019

Options:

--sbayes R
--ldm ../../ldm/sparse/chr22/1000G_eur_chr22.ldm.sparse
--pi 0.95,0.02,0.02,0.01
--gamma 0.0,0.01,0.1,1
--gwas-summary ../../ma/sim_1.ma
--out sim_1
--chain-length 10000
--burn-in 2000
--out-freq 10

Reading SNP info from [../../ldm/sparse/chr22/1000G_eur_chr22.ldm.sparse.info].
15938 SNPs to be included from [../../ldm/sparse/chr22/1000G_eur_chr22.ldm.sparse.info].
Reading GWAS summary data from [../../ma/sim_1.ma].
15938 matched SNPs in the GWAS summary data (in total 15938 SNPs).
15938 SNPs on 1 chromosomes are included.
Reading sparse LD matrix from [../../ldm/sparse/chr22/1000G_eur_chr22.ldm.sparse.bin]...
Per-SNP window size mean 119.364 sd 5034.64.
LD matrix diagnal mean 1.0033 sd 0.052366.
Read LD matrix for 15938 SNPs (time used: 0:0:0).

Data summary:
                                             mean       sd
            GWAS SNP Phenotypic variance    1.002    0.052
                    GWAS SNP sample size      378        0
                         GWAS SNP effect    0.000    0.122
                             GWAS SNP SE    0.106    0.049
            MME left-hand-side diagonals  379.247   19.794
                     MME right-hand-side    0.060   20.555
                    LD sampling variance    1.004    0.002
                                LD score   18.234   15.565

Approximate BayesR model fitted.
scale factor: 6.27431e-05
Fitting model assuming scaled genotypes 
MCMC launched ...
  Chain length: 10000 iterations
  Burn-in: 2000 iterations

   Iter         Pi1          Pi2          Pi3          Pi4        NnzSnp       SigmaSq      ResVar       GenVar         hsq       Rounding     TimeLeft  
    10        0.9525       0.0136       0.0219       0.0119         777        0.0001       0.9182       0.0268       0.0284       0.0000        0:0:0   
    20        0.9520       0.0131       0.0224       0.0125         747        0.0001       1.0374       0.0346       0.0322       0.0000        0:0:0   
    30        0.9589       0.0065       0.0226       0.0119         676        0.0001       0.8373       0.0294       0.0340       0.0000        0:0:0   
    40        0.9541       0.0083       0.0232       0.0144         689        0.0001       0.9703       0.0242       0.0243       0.0000        0:0:0   
    50        0.9534       0.0064       0.0215       0.0186         739        0.0001       0.8635       0.0410       0.0453       0.0000        0:0:0   
    60        0.9528       0.0045       0.0235       0.0192         762        0.0002       0.8828       0.0552       0.0588       0.0000        0:0:0   
    70        0.9464       0.0122       0.0172       0.0243         834        0.0002       0.8710       0.0742       0.0785       0.0000        0:0:0   
    80        0.9332       0.0175       0.0261       0.0232        1089        0.0001       0.9210       0.0549       0.0563       0.0000        0:0:0   
    90        0.9389       0.0117       0.0216       0.0278         965        0.0002       0.8353       0.0796       0.0870       0.0000        0:0:0   
    100       0.9453       0.0089       0.0174       0.0283         863        0.0001       0.9007       0.0643       0.0666       0.0000        0:0:0   
    110       0.9448       0.0137       0.0188       0.0226         901        0.0001       0.8521       0.0457       0.0509       0.0000        0:0:0   
    120       0.9308       0.0157       0.0257       0.0278        1101        0.0001       0.8910       0.0399       0.0429       0.0000        0:0:0   
    130       0.9266       0.0207       0.0249       0.0278        1157        0.0001       0.8316       0.0365       0.0420       0.0000        0:0:0   
    140       0.9302       0.0223       0.0219       0.0255        1081        0.0001       1.0348       0.0274       0.0258       0.0000        0:0:0   
    150       0.9396       0.0193       0.0202       0.0209         958        0.0001       1.0042       0.0197       0.0192       0.0000        0:0:0   
