***********************************************
* GCTB 1.91                                   *
* Genome-wide Complex Trait Bayesian analysis *
* Author: Jian Zeng, Luke Lloyd-Jones         *
* MIT License                                 *
***********************************************

Analysis started: Mon Feb  4 16:40:47 2019

Options:

--sbayes R
--ldm ../../ldm/sparse/chr22/1000G_eur_chr22.ldm.sparse
--pi 0.95,0.02,0.02,0.01
--gamma 0.0,0.01,0.1,1
--gwas-summary ../../ma/sim_20.ma
--out sim_20
--chain-length 10000
--burn-in 2000
--out-freq 10

Reading SNP info from [../../ldm/sparse/chr22/1000G_eur_chr22.ldm.sparse.info].
15938 SNPs to be included from [../../ldm/sparse/chr22/1000G_eur_chr22.ldm.sparse.info].
Reading GWAS summary data from [../../ma/sim_20.ma].
15938 matched SNPs in the GWAS summary data (in total 15938 SNPs).
15938 SNPs on 1 chromosomes are included.
Reading sparse LD matrix from [../../ldm/sparse/chr22/1000G_eur_chr22.ldm.sparse.bin]...
Per-SNP window size mean 119.364 sd 5034.64.
LD matrix diagnal mean 1.0033 sd 0.052366.
Read LD matrix for 15938 SNPs (time used: 0:0:0).

Data summary:
                                             mean       sd
            GWAS SNP Phenotypic variance    1.002    0.052
                    GWAS SNP sample size      378        0
                         GWAS SNP effect    0.000    0.120
                             GWAS SNP SE    0.106    0.049
            MME left-hand-side diagonals  379.247   19.794
                     MME right-hand-side    0.220   20.199
                    LD sampling variance    1.004    0.002
                                LD score   18.234   15.565

Approximate BayesR model fitted.
scale factor: 6.27431e-05
Fitting model assuming scaled genotypes 
MCMC launched ...
  Chain length: 10000 iterations
  Burn-in: 2000 iterations

   Iter         Pi1          Pi2          Pi3          Pi4        NnzSnp       SigmaSq      ResVar       GenVar         hsq       Rounding     TimeLeft  
    10        0.9536       0.0192       0.0185       0.0088         751        0.0001       1.1106       0.0313       0.0274       0.0000        0:0:0   
    20        0.9615       0.0138       0.0150       0.0098         597        0.0001       1.0535       0.0189       0.0177       0.0000        0:0:0   
    30        0.9600       0.0138       0.0159       0.0103         606        0.0001       1.0278       0.0148       0.0142       0.0000        0:0:0   
    40        0.9435       0.0187       0.0136       0.0242         865        0.0001       0.8646       0.0291       0.0325       0.0000        0:0:0   
    50        0.9391       0.0165       0.0126       0.0318         925        0.0001       0.9529       0.0255       0.0261       0.0000       0:3:19   
    60        0.9414       0.0160       0.0084       0.0342         882        0.0001       0.9395       0.0425       0.0433       0.0000       0:2:45   
    70        0.9430       0.0157       0.0030       0.0383         853        0.0001       0.9411       0.0483       0.0488       0.0000       0:2:21   
    80        0.9412       0.0224       0.0062       0.0302         939        0.0001       0.9283       0.0408       0.0421       0.0000        0:2:4   
    90        0.9496       0.0149       0.0096       0.0258         822        0.0001       0.8890       0.0462       0.0494       0.0000       0:1:50   
    100       0.9455       0.0191       0.0050       0.0305         825        0.0001       0.9290       0.0428       0.0440       0.0000       0:1:39   
    110       0.9422       0.0234       0.0037       0.0307         913        0.0001       0.9966       0.0455       0.0436       0.0000       0:1:29   
    120       0.9315       0.0313       0.0035       0.0337        1112        0.0001       1.0636       0.0276       0.0253       0.0000       0:1:22   
    130       0.9241       0.0448       0.0054       0.0256        1234        0.0001       0.9014       0.0257       0.0277       0.0000       0:1:15   
    140       0.9226       0.0517       0.0019       0.0238        1282        0.0001       1.0569       0.0329       0.0302       0.0000       0:1:10   
    150       0.9217       0.0520       0.0042       0.0222        1224        0.0000       0.9985       0.0169       0.0166       0.0000        0:1:5   
    160       0.9120       0.0496       0.0018       0.0366        1393        0.0001       1.1064       0.0299       0.0263       0.0000        0:1:1   
    170       0.9208       0.0408       0.0017       0.0367        1309        0.0001       0.9967       0.0393       0.0379       0.0000       0:0:57   
    180       0.9134       0.0370       0.0032       0.0463        1383        0.0001       0.8438       0.0521       0.0582       0.0000       0:0:54   
    190       0.9155       0.0279       0.0066       0.0499        1340        0.0001       1.1050       0.0540       0.0466       0.0000       0:0:51   
    200       0.9163       0.0322       0.0088       0.0426        1286        0.0001       0.7937       0.0480       0.0571       0.0000       0:0:49   
    210       0.9116       0.0360       0.0114       0.0410        1396        0.0001       0.9314       0.0456       0.0467       0.0000       0:0:46   
    220       0.9040       0.0456       0.0107       0.0397        1511        0.0001       0.8415       0.0409       0.0463       0.0000       0:0:44   
    230       0.9077       0.0600       0.0059       0.0264        1518        0.0000       1.0106       0.0229       0.0222       0.0000       0:0:42   
    240       0.9188       0.0550       0.0094       0.0168        1295        0.0001       1.0175       0.0193       0.0186       0.0000       0:0:40   
