***********************************************
* GCTB 1.91                                   *
* Genome-wide Complex Trait Bayesian analysis *
* Author: Jian Zeng, Luke Lloyd-Jones         *
* MIT License                                 *
***********************************************

Analysis started: Mon Feb  4 16:30:51 2019

Options:

--sbayes R
--ldm ../../ldm/sparse/chr22/1000G_eur_chr22.ldm.sparse
--pi 0.95,0.02,0.02,0.01
--gamma 0.0,0.01,0.1,1
--gwas-summary ../../ma/sim_3.ma
--out sim_3
--chain-length 10000
--burn-in 2000
--out-freq 10

Reading SNP info from [../../ldm/sparse/chr22/1000G_eur_chr22.ldm.sparse.info].
15938 SNPs to be included from [../../ldm/sparse/chr22/1000G_eur_chr22.ldm.sparse.info].
Reading GWAS summary data from [../../ma/sim_3.ma].
15938 matched SNPs in the GWAS summary data (in total 15938 SNPs).
15938 SNPs on 1 chromosomes are included.
Reading sparse LD matrix from [../../ldm/sparse/chr22/1000G_eur_chr22.ldm.sparse.bin]...
Per-SNP window size mean 119.364 sd 5034.64.
LD matrix diagnal mean 1.0033 sd 0.052366.
Read LD matrix for 15938 SNPs (time used: 0:0:0).

Data summary:
                                             mean       sd
            GWAS SNP Phenotypic variance    1.002    0.052
                    GWAS SNP sample size      378        0
                         GWAS SNP effect    0.000    0.120
                             GWAS SNP SE    0.106    0.049
            MME left-hand-side diagonals  379.247   19.794
                     MME right-hand-side    0.158   20.423
                    LD sampling variance    1.004    0.002
                                LD score   18.234   15.565

Approximate BayesR model fitted.
scale factor: 6.27431e-05
Fitting model assuming scaled genotypes 
MCMC launched ...
  Chain length: 10000 iterations
  Burn-in: 2000 iterations

   Iter         Pi1          Pi2          Pi3          Pi4        NnzSnp       SigmaSq      ResVar       GenVar         hsq       Rounding     TimeLeft  
    10        0.9501       0.0189       0.0208       0.0102         790        0.0001       0.9708       0.0269       0.0269       0.0000        0:0:0   
    20        0.9575       0.0165       0.0170       0.0090         652        0.0001       0.9688       0.0229       0.0231       0.0000        0:0:0   
    30        0.9629       0.0111       0.0165       0.0095         597        0.0001       0.9038       0.0172       0.0187       0.0000        0:0:0   
    40        0.9735       0.0059       0.0135       0.0071         442        0.0001       0.9845       0.0116       0.0116       0.0000        0:0:0   
    50        0.9726       0.0021       0.0129       0.0125         455        0.0001       1.0247       0.0188       0.0180       0.0000        0:0:0   
    60        0.9722       0.0015       0.0127       0.0136         473        0.0001       0.8721       0.0186       0.0209       0.0000        0:0:0   
    70        0.9762       0.0007       0.0172       0.0060         399        0.0001       0.9363       0.0098       0.0103       0.0000        0:0:0   
    80        0.9751       0.0001       0.0177       0.0071         393        0.0001       0.8666       0.0153       0.0174       0.0000        0:0:0   
    90        0.9694       0.0003       0.0169       0.0133         474        0.0001       1.0059       0.0233       0.0226       0.0000        0:0:0   
    100       0.9724       0.0004       0.0183       0.0089         427        0.0001       0.9645       0.0199       0.0202       0.0000        0:0:0   
    110       0.9701       0.0008       0.0193       0.0098         510        0.0002       0.9660       0.0296       0.0298       0.0000        0:0:0   
    120       0.9743       0.0007       0.0151       0.0099         409        0.0001       0.9702       0.0189       0.0191       0.0000        0:0:0   
    130       0.9710       0.0003       0.0208       0.0079         452        0.0001       0.9359       0.0068       0.0072       0.0000        0:0:0   
    140       0.9698       0.0002       0.0196       0.0104         475        0.0000       1.0337       0.0079       0.0076       0.0000        0:0:0   
    150       0.9676       0.0002       0.0205       0.0117         498        0.0000       1.0711       0.0073       0.0068       0.0000        0:0:0   
