***********************************************
* GCTB 1.91                                   *
* Genome-wide Complex Trait Bayesian analysis *
* Author: Jian Zeng, Luke Lloyd-Jones         *
* MIT License                                 *
***********************************************

Analysis started: Mon Feb  4 16:36:25 2019

Options:

--sbayes R
--ldm ../../ldm/sparse/chr22/1000G_eur_chr22.ldm.sparse
--pi 0.95,0.02,0.02,0.01
--gamma 0.0,0.01,0.1,1
--gwas-summary ../../ma/sim_13.ma
--out sim_13
--chain-length 10000
--burn-in 2000
--out-freq 10

Reading SNP info from [../../ldm/sparse/chr22/1000G_eur_chr22.ldm.sparse.info].
15938 SNPs to be included from [../../ldm/sparse/chr22/1000G_eur_chr22.ldm.sparse.info].
Reading GWAS summary data from [../../ma/sim_13.ma].
15938 matched SNPs in the GWAS summary data (in total 15938 SNPs).
15938 SNPs on 1 chromosomes are included.
Reading sparse LD matrix from [../../ldm/sparse/chr22/1000G_eur_chr22.ldm.sparse.bin]...
Per-SNP window size mean 119.364 sd 5034.64.
LD matrix diagnal mean 1.0033 sd 0.052366.
Read LD matrix for 15938 SNPs (time used: 0:0:0).

Data summary:
                                             mean       sd
            GWAS SNP Phenotypic variance    1.002    0.052
                    GWAS SNP sample size      378        0
                         GWAS SNP effect   -0.000    0.121
                             GWAS SNP SE    0.106    0.049
            MME left-hand-side diagonals  379.247   19.794
                     MME right-hand-side   -0.181   20.025
                    LD sampling variance    1.004    0.002
                                LD score   18.234   15.565

Approximate BayesR model fitted.
scale factor: 6.27431e-05
Fitting model assuming scaled genotypes 
MCMC launched ...
  Chain length: 10000 iterations
  Burn-in: 2000 iterations

   Iter         Pi1          Pi2          Pi3          Pi4        NnzSnp       SigmaSq      ResVar       GenVar         hsq       Rounding     TimeLeft  
    10        0.9599       0.0153       0.0142       0.0107         676        0.0001       0.9438       0.0247       0.0255       0.0000        0:0:0   
    20        0.9609       0.0099       0.0216       0.0076         582        0.0001       0.9981       0.0167       0.0164       0.0000        0:0:0   
    30        0.9615       0.0146       0.0137       0.0103         597        0.0001       0.8825       0.0168       0.0187       0.0000        0:0:0   
    40        0.9503       0.0210       0.0136       0.0151         825        0.0001       0.8918       0.0187       0.0205       0.0000        0:0:0   
    50        0.9584       0.0125       0.0102       0.0189         675        0.0001       1.0706       0.0262       0.0239       0.0000        0:0:0   
    60        0.9707       0.0092       0.0048       0.0153         468        0.0001       0.9956       0.0197       0.0194       0.0000        0:0:0   
    70        0.9781       0.0081       0.0063       0.0074         380        0.0002       0.8977       0.0263       0.0285       0.0000        0:0:0   
    80        0.9722       0.0140       0.0060       0.0077         458        0.0001       1.1606       0.0240       0.0203       0.0000        0:0:0   
    90        0.9647       0.0193       0.0044       0.0115         538        0.0001       0.9612       0.0220       0.0224       0.0000        0:0:0   
    100       0.9646       0.0198       0.0048       0.0108         584        0.0002       0.9977       0.0234       0.0229       0.0000        0:0:0   
    110       0.9674       0.0218       0.0055       0.0053         526        0.0001       1.0070       0.0148       0.0144       0.0000       0:1:29   
    120       0.9694       0.0176       0.0079       0.0052         480        0.0001       0.8568       0.0123       0.0142       0.0000       0:1:22   
    130       0.9726       0.0177       0.0061       0.0036         425        0.0001       0.9903       0.0082       0.0082       0.0000       0:1:15   
    140       0.9738       0.0195       0.0039       0.0028         427        0.0001       1.0693       0.0112       0.0104       0.0000       0:1:10   
    150       0.9775       0.0184       0.0039       0.0002         365        0.0003       1.1193       0.0046       0.0041       0.0000        0:1:5   
