***********************************************
* GCTB 1.91                                   *
* Genome-wide Complex Trait Bayesian analysis *
* Author: Jian Zeng, Luke Lloyd-Jones         *
* MIT License                                 *
***********************************************

Analysis started: Mon Feb  4 16:39:13 2019

Options:

--sbayes R
--ldm ../../ldm/sparse/chr22/1000G_eur_chr22.ldm.sparse
--pi 0.95,0.02,0.02,0.01
--gamma 0.0,0.01,0.1,1
--gwas-summary ../../ma/sim_17.ma
--out sim_17
--chain-length 10000
--burn-in 2000
--out-freq 10

Reading SNP info from [../../ldm/sparse/chr22/1000G_eur_chr22.ldm.sparse.info].
15938 SNPs to be included from [../../ldm/sparse/chr22/1000G_eur_chr22.ldm.sparse.info].
Reading GWAS summary data from [../../ma/sim_17.ma].
15938 matched SNPs in the GWAS summary data (in total 15938 SNPs).
15938 SNPs on 1 chromosomes are included.
Reading sparse LD matrix from [../../ldm/sparse/chr22/1000G_eur_chr22.ldm.sparse.bin]...
Per-SNP window size mean 119.364 sd 5034.64.
LD matrix diagnal mean 1.0033 sd 0.052366.
Read LD matrix for 15938 SNPs (time used: 0:0:0).

Data summary:
                                             mean       sd
            GWAS SNP Phenotypic variance    1.002    0.052
                    GWAS SNP sample size      378        0
                         GWAS SNP effect    0.000    0.116
                             GWAS SNP SE    0.106    0.049
            MME left-hand-side diagonals  379.247   19.794
                     MME right-hand-side    0.029   19.314
                    LD sampling variance    1.004    0.002
                                LD score   18.234   15.565

Approximate BayesR model fitted.
scale factor: 6.27431e-05
Fitting model assuming scaled genotypes 
MCMC launched ...
  Chain length: 10000 iterations
  Burn-in: 2000 iterations

   Iter         Pi1          Pi2          Pi3          Pi4        NnzSnp       SigmaSq      ResVar       GenVar         hsq       Rounding     TimeLeft  
    10        0.9539       0.0157       0.0193       0.0111         721        0.0001       0.9983       0.0269       0.0263       0.0000        0:0:0   
    20        0.9609       0.0096       0.0201       0.0095         567        0.0001       1.0318       0.0183       0.0174       0.0000        0:0:0   
    30        0.9667       0.0078       0.0158       0.0098         559        0.0001       0.9411       0.0219       0.0228       0.0000        0:0:0   
    40        0.9671       0.0062       0.0122       0.0145         525        0.0001       0.9933       0.0140       0.0139       0.0000        0:0:0   
    50        0.9675       0.0052       0.0075       0.0198         538        0.0001       0.9010       0.0246       0.0266       0.0000        0:0:0   
    60        0.9676       0.0045       0.0047       0.0232         507        0.0001       0.9582       0.0427       0.0426       0.0000        0:0:0   
    70        0.9724       0.0035       0.0011       0.0229         459        0.0001       0.9170       0.0531       0.0548       0.0000        0:0:0   
    80        0.9688       0.0039       0.0000       0.0273         505        0.0002       0.8503       0.0733       0.0794       0.0000        0:0:0   
    90        0.9662       0.0053       0.0008       0.0277         522        0.0002       0.8678       0.0856       0.0898       0.0000        0:0:0   
    100       0.9683       0.0031       0.0020       0.0265         488        0.0002       0.9813       0.0648       0.0619       0.0000        0:0:0   
    110       0.9682       0.0068       0.0038       0.0212         485        0.0002       0.8458       0.0561       0.0623       0.0000        0:0:0   
    120       0.9676       0.0042       0.0029       0.0253         507        0.0002       1.0261       0.0698       0.0637       0.0000        0:0:0   
    130       0.9764       0.0012       0.0030       0.0194         400        0.0001       1.0342       0.0382       0.0357       0.0000        0:0:0   
    140       0.9700       0.0012       0.0037       0.0251         455        0.0001       0.9709       0.0522       0.0510       0.0000       0:1:10   
    150       0.9621       0.0020       0.0065       0.0294         583        0.0001       0.8358       0.0696       0.0768       0.0000        0:1:5   
    160       0.9592       0.0013       0.0052       0.0343         641        0.0001       0.9204       0.0701       0.0708       0.0000        0:1:1   
    170       0.9606       0.0037       0.0046       0.0310         613        0.0001       0.9046       0.0549       0.0572       0.0000       0:0:57   
    180       0.9555       0.0077       0.0054       0.0314         677        0.0001       1.0034       0.0467       0.0445       0.0000       0:0:54   
    190       0.9574       0.0042       0.0034       0.0350         677        0.0001       0.8317       0.0395       0.0453       0.0000       0:0:51   
    200       0.9607       0.0021       0.0085       0.0287         651        0.0001       1.0231       0.0370       0.0349       0.0000       0:0:49   
    210       0.9616       0.0044       0.0096       0.0244         583        0.0001       0.8546       0.0205       0.0235       0.0000       0:0:46   
    220       0.9569       0.0040       0.0126       0.0266         634        0.0000       0.9500       0.0122       0.0127       0.0000       0:0:44   
    230       0.9700       0.0044       0.0026       0.0231         510        0.0000       0.9221       0.0087       0.0094       0.0000       0:0:42   
    240       0.9783       0.0057       0.0018       0.0142         390        0.0000       0.9737       0.0050       0.0051       0.0000       0:0:40   
    250       0.9790       0.0042       0.0033       0.0135         322        0.0000       0.9326       0.0054       0.0057       0.0000       0:0:39   
