***********************************************
* GCTB 1.91                                   *
* Genome-wide Complex Trait Bayesian analysis *
* Author: Jian Zeng, Luke Lloyd-Jones         *
* MIT License                                 *
***********************************************

Analysis started: Mon Feb  4 16:31:40 2019

Options:

--sbayes R
--ldm ../../ldm/sparse/chr22/1000G_eur_chr22.ldm.sparse
--pi 0.95,0.02,0.02,0.01
--gamma 0.0,0.01,0.1,1
--gwas-summary ../../ma/sim_6.ma
--out sim_6
--chain-length 10000
--burn-in 2000
--out-freq 10

Reading SNP info from [../../ldm/sparse/chr22/1000G_eur_chr22.ldm.sparse.info].
15938 SNPs to be included from [../../ldm/sparse/chr22/1000G_eur_chr22.ldm.sparse.info].
Reading GWAS summary data from [../../ma/sim_6.ma].
15938 matched SNPs in the GWAS summary data (in total 15938 SNPs).
15938 SNPs on 1 chromosomes are included.
Reading sparse LD matrix from [../../ldm/sparse/chr22/1000G_eur_chr22.ldm.sparse.bin]...
Per-SNP window size mean 119.364 sd 5034.64.
LD matrix diagnal mean 1.0033 sd 0.052366.
Read LD matrix for 15938 SNPs (time used: 0:0:1).

Data summary:
                                             mean       sd
            GWAS SNP Phenotypic variance    1.002    0.052
                    GWAS SNP sample size      378        0
                         GWAS SNP effect    0.000    0.120
                             GWAS SNP SE    0.106    0.049
            MME left-hand-side diagonals  379.247   19.794
                     MME right-hand-side    0.047   20.279
                    LD sampling variance    1.004    0.002
                                LD score   18.234   15.565

Approximate BayesR model fitted.
scale factor: 6.27431e-05
Fitting model assuming scaled genotypes 
MCMC launched ...
  Chain length: 10000 iterations
  Burn-in: 2000 iterations

   Iter         Pi1          Pi2          Pi3          Pi4        NnzSnp       SigmaSq      ResVar       GenVar         hsq       Rounding     TimeLeft  
    10        0.9464       0.0200       0.0244       0.0092         811        0.0001       0.8766       0.0177       0.0198       0.0000        0:0:0   
    20        0.9462       0.0171       0.0274       0.0093         832        0.0001       1.0234       0.0172       0.0165       0.0000        0:0:0   
    30        0.9476       0.0181       0.0268       0.0075         821        0.0001       1.0490       0.0112       0.0106       0.0000        0:0:0   
    40        0.9374       0.0243       0.0326       0.0056         966        0.0001       0.9351       0.0091       0.0097       0.0000        0:0:0   
    50        0.9393       0.0279       0.0258       0.0071         976        0.0001       0.8821       0.0105       0.0118       0.0000        0:0:0   
    60        0.9404       0.0198       0.0301       0.0097         952        0.0001       0.9842       0.0217       0.0216       0.0000        0:0:0   
    70        0.9468       0.0190       0.0278       0.0064         818        0.0001       1.0374       0.0150       0.0142       0.0000        0:0:0   
    80        0.9459       0.0246       0.0215       0.0080         873        0.0001       0.8089       0.0200       0.0241       0.0000        0:0:0   
    90        0.9529       0.0187       0.0158       0.0127         768        0.0001       0.9949       0.0204       0.0201       0.0000        0:0:0   
    100       0.9527       0.0130       0.0168       0.0175         713        0.0001       1.0102       0.0376       0.0359       0.0000        0:0:0   
    110       0.9481       0.0208       0.0196       0.0115         829        0.0001       0.9996       0.0180       0.0177       0.0000        0:0:0   
    120       0.9469       0.0236       0.0200       0.0095         894        0.0001       0.8640       0.0150       0.0170       0.0000        0:0:0   
    130       0.9504       0.0279       0.0177       0.0039         743        0.0001       0.9094       0.0074       0.0081       0.0000        0:0:0   
    140       0.9560       0.0213       0.0190       0.0036         733        0.0001       0.8949       0.0088       0.0097       0.0000        0:0:0   
    150       0.9589       0.0181       0.0179       0.0052         676        0.0001       0.9579       0.0065       0.0068       0.0000        0:0:0   
